Lead_ID,Client_Name,Client_Company,Industry,Region,Product_Interest,Lead_Source,Touchpoint_Sequence,Converted
L020026,Daniel Singh,Meta Connectivity Labs GmbH,Automotive,LATAM,5G Testbeds,LinkedIn,"['Technical_Demo', 'SQL', 'MQL', 'Loaner_Unit_Evaluation', 'MQL', 'Website_Product_Page', 'IMS_Badge_Scan', 'No_Conversion']",0
L020027,Laura Singh,,,Europe,PathWave Software,Email Campaign,"['Website_Product_Page', 'Whitepaper_Download_5G_Test', 'IMS_Badge_Scan', 'Application_Engineer_Call', 'Oscilloscope_Selector_Tool', 'No_Conversion']",0
L020028,Chen Johnson,,Automotive,North America,PathWave Software,Event,"['Application_Engineer_Call', 'PathWave_Trial_Request', 'Opportunity', 'DesignCon_Booth_Visit', 'Keysight_Workshop_RF_Testing', 'Oscilloscope_Selector_Tool', 'PathWave_Trial_Request', 'SQL', 'Website_Product_Page', 'Loaner_Unit_Evaluation', 'Customer']",1
L020029,Maria Martinez,Broadcom,Semiconductor,,,Event,"['Lab_Integration_Discussion', 'Website_Product_Page', 'Lab_Integration_Discussion', 'IMS_Badge_Scan', 'Whitepaper_Download_5G_Test', 'AutoSens_Tech_Talk', 'No_Conversion']",0
L020030,Daniel Johnson,Samsu_Tech,Automotive,LATAM,,Email Campaign,"['Lab_Integration_Discussion', 'No_Conversion']",0
L020031,,Bosch GmbH,Automotive,North America,Automotive Ethernet,Email Campaign,"['Keysight_University_Course', 'Oscilloscope_Selector_Tool', 'Opportunity', 'Customer']",1
L020032,Sofia Johnson,,,Europe,,Email Campaign,"['MQL', 'AutoSens_Tech_Talk', 'DesignCon_Booth_Visit', 'IMS_Badge_Scan', 'IMS_Badge_Scan', 'Oscilloscope_Selector_Tool', 'PathWave_Trial_Request', 'Customer']",1
L020033,Ravi Ito,NXP Semiconductors,Electronics,,Automotive Ethernet,Sales Outreach,"['Whitepaper_Download_5G_Test', 'Lab_Integration_Discussion', 'Technical_Demo', 'MQL', 'Oscilloscope_Selector_Tool', 'Customer']",1
L020034,Daniel Chen,,Electronics,North America,Oscilloscopes,,"['Opportunity', 'Website_Product_Page', 'Loaner_Unit_Evaluation', 'IMS_Badge_Scan', 'Customer']",1
L020035,Sarah Lee,Meta Connectivity Labs,Automotive,LATAM,,Event,"['AutoSens_Tech_Talk', 'Technical_Demo', 'Technical_Demo', 'DesignCon_Booth_Visit', 'Loaner_Unit_Evaluation', 'Loaner_Unit_Evaluation', 'AutoSens_Tech_Talk', 'No_Conversion']",0
L020036,Daniel Singh,Infin_Tech,Aerospace,North America,,Event,['No_Conversion'],0
L020037,Chen Chen,,Automotive,Europe,,LinkedIn,"['IMS_Badge_Scan', 'Lab_Integration_Discussion', 'Opportunity', 'Keysight_Workshop_RF_Testing', 'Whitepaper_Download_5G_Test', 'Website_Product_Page', 'Customer']",1
L020038,,,,,Oscilloscopes,Event,"['Lab_Integration_Discussion', 'Loaner_Unit_Evaluation', 'DesignCon_Booth_Visit', 'Keysight_Workshop_RF_Testing', 'Keysight_University_Course', 'Keysight_Workshop_RF_Testing', 'Oscilloscope_Selector_Tool', 'SQL', 'Loaner_Unit_Evaluation', 'No_Conversion']",0
L020039,Kenji Martinez,Qualc_Tech,Aerospace,LATAM,,Sales Outreach,"['DesignCon_Booth_Visit', 'Customer']",1
L020040,Sofia Patel,Infineon,Automotive,,5G Testbeds,Email Campaign,"['Loaner_Unit_Evaluation', 'MQL', 'Lab_Integration_Discussion', 'DesignCon_Booth_Visit', 'No_Conversion']",0
L020041,Kenji Johnson,NXP Semiconductors GmbH,Automotive,,Oscilloscopes,,"['DesignCon_Booth_Visit', 'Whitepaper_Download_5G_Test', 'Oscilloscope_Selector_Tool', 'MQL', 'Keysight_Workshop_RF_Testing', 'LinkedIn_Ad_Click', 'No_Conversion']",0
L020042,,Infineon,,North America,Oscilloscopes,Email Campaign,"['MQL', 'Lab_Integration_Discussion', 'Opportunity', 'AutoSens_Tech_Talk', 'LinkedIn_Ad_Click', 'Keysight_University_Course', 'AutoSens_Tech_Talk', 'No_Conversion']",0
L020043,Sarah Khan,,,North America,,Event,['Customer'],1
L020044,Daniel Tanaka,Samsung Electronics GmbH,Electronics,North America,,Website,"['Whitepaper_Download_5G_Test', 'Whitepaper_Download_5G_Test', 'No_Conversion']",0
L020045,Michael Johnson,Broadcom GmbH,Telecom,,,,['Customer'],1
L020046,Ahmed Williams,Infineon GmbH,,North America,PathWave Software,Event,"['Website_Product_Page', 'PathWave_Trial_Request', 'Technical_Demo', 'IMS_Badge_Scan', 'Customer']",1
L020047,Maria Garcia,Rayth_Tech,Telecom,APAC,5G Testbeds,,"['Oscilloscope_Selector_Tool', 'MQL', 'Whitepaper_Download_5G_Test', 'AutoSens_Tech_Talk', 'AutoSens_Tech_Talk', 'No_Conversion']",0
L020048,Daniel Singh,Tesla_Tech,Automotive,APAC,Oscilloscopes,Event,"['IMS_Badge_Scan', 'Website_Product_Page', 'IMS_Badge_Scan', 'MQL', 'Customer']",1
L020049,Sarah Patel,NXPSe_Tech,Automotive,Europe,Automotive Ethernet,Email Campaign,"['Keysight_University_Course', 'Keysight_Workshop_RF_Testing', 'PathWave_Trial_Request', 'SQL', 'No_Conversion']",0
L020050,Ravi Tanaka,NXP Semiconductors GmbH,,,5G Testbeds,Sales Outreach,"['Lab_Integration_Discussion', 'Lab_Integration_Discussion', 'Loaner_Unit_Evaluation', 'AutoSens_Tech_Talk', 'PathWave_Trial_Request', 'Keysight_University_Course', 'Opportunity', 'IMS_Badge_Scan', 'MQL', 'No_Conversion']",0
L020051,Ravi Martinez,Sony_Tech,Telecom,APAC,Oscilloscopes,LinkedIn,"['AutoSens_Tech_Talk', 'PathWave_Trial_Request', 'Keysight_Workshop_RF_Testing', 'PathWave_Trial_Request', 'Customer']",1
L020052,Kenji Tanaka,,,North America,PathWave Software,Email Campaign,"['Opportunity', 'LinkedIn_Ad_Click', 'No_Conversion']",0
L020053,Kenji Chen,Broad_Tech,,,Automotive Ethernet,Email Campaign,"['AutoSens_Tech_Talk', 'Customer']",1
L020054,Sofia Singh,Broadcom GmbH,Automotive,,,Email Campaign,"['Lab_Integration_Discussion', 'Website_Product_Page', 'Opportunity', 'No_Conversion']",0
L020055,Hiroshi Garcia,,Semiconductor,,,Webinar,"['Keysight_Workshop_RF_Testing', 'Technical_Demo', 'MQL', 'Customer']",1
L020056,Ahmed Lee,,,,,Website,"['IMS_Badge_Scan', 'Lab_Integration_Discussion', 'Lab_Integration_Discussion', 'PathWave_Trial_Request', 'Lab_Integration_Discussion', 'Opportunity', 'Opportunity', 'No_Conversion']",0
L020057,Michael Martinez,Tesla Energy,,Europe,,Webinar,"['Loaner_Unit_Evaluation', 'SQL', 'SQL', 'PathWave_Trial_Request', 'Loaner_Unit_Evaluation', 'MQL', 'Customer']",1
L020058,Maria Garcia,NXP Semiconductors GmbH,Aerospace,APAC,Oscilloscopes,,"['Technical_Demo', 'Whitepaper_Download_5G_Test', 'AutoSens_Tech_Talk', 'Loaner_Unit_Evaluation', 'Oscilloscope_Selector_Tool', 'Keysight_University_Course', 'Whitepaper_Download_5G_Test', 'IMS_Badge_Scan', 'Customer']",1
L020059,Michael Ito,Rayth_Tech,,APAC,PathWave Software,Sales Outreach,"['PathWave_Trial_Request', 'Application_Engineer_Call', 'No_Conversion']",0
L020060,Sarah Khan,Sony,,LATAM,Automotive Ethernet,LinkedIn,"['LinkedIn_Ad_Click', 'PathWave_Trial_Request', 'MQL', 'Whitepaper_Download_5G_Test', 'Customer']",1
L020061,Ravi Chen,Sony_Tech,,,,LinkedIn,['No_Conversion'],0
L020062,Chen Chen,Raytheon GmbH,Semiconductor,,,Sales Outreach,"['Lab_Integration_Discussion', 'Technical_Demo', 'Website_Product_Page', 'Keysight_Workshop_RF_Testing', 'IMS_Badge_Scan', 'No_Conversion']",0
L020063,Kenji Williams,Samsung Electronics,Aerospace,North America,Automotive Ethernet,Email Campaign,['No_Conversion'],0
L020064,Hiroshi Singh,,Aerospace,,Automotive Ethernet,Email Campaign,"['Whitepaper_Download_5G_Test', 'Application_Engineer_Call', 'Application_Engineer_Call', 'LinkedIn_Ad_Click', 'Oscilloscope_Selector_Tool', 'Technical_Demo', 'SQL', 'Lab_Integration_Discussion', 'Customer']",1
L020065,Daniel Khan,,Electronics,North America,,Website,"['AutoSens_Tech_Talk', 'Opportunity', 'Application_Engineer_Call', 'Customer']",1
L020066,,Tesla_Tech,,APAC,PathWave Software,Sales Outreach,"['Technical_Demo', 'Technical_Demo', 'Website_Product_Page', 'Loaner_Unit_Evaluation', 'Opportunity', 'Customer']",1
L020067,Ravi Chen,Samsung Electronics GmbH,Semiconductor,Europe,Automotive Ethernet,LinkedIn,"['Website_Product_Page', 'Customer']",1
L020068,Ahmed Tanaka,,,,PathWave Software,,"['PathWave_Trial_Request', 'Opportunity', 'AutoSens_Tech_Talk', 'Customer']",1
L020069,Ravi Patel,Samsung Electronics GmbH,,LATAM,,Sales Outreach,"['LinkedIn_Ad_Click', 'Keysight_University_Course', 'Keysight_University_Course', 'No_Conversion']",0
L020070,Michael Garcia,Bosch_Tech,Aerospace,North America,Oscilloscopes,,"['DesignCon_Booth_Visit', 'Oscilloscope_Selector_Tool', 'MQL', 'Opportunity', 'Whitepaper_Download_5G_Test', 'Lab_Integration_Discussion', 'Whitepaper_Download_5G_Test', 'Website_Product_Page', 'No_Conversion']",0
L020071,,Infineon,Electronics,LATAM,,LinkedIn,"['DesignCon_Booth_Visit', 'Application_Engineer_Call', 'AutoSens_Tech_Talk', 'Website_Product_Page', 'Technical_Demo', 'No_Conversion']",0
L020072,Kenji Williams,NXPSe_Tech,,Europe,,LinkedIn,"['Whitepaper_Download_5G_Test', 'AutoSens_Tech_Talk', 'LinkedIn_Ad_Click', 'PathWave_Trial_Request', 'MQL', 'Application_Engineer_Call', 'PathWave_Trial_Request', 'Technical_Demo', 'LinkedIn_Ad_Click', 'No_Conversion']",0
L020073,Ravi Martinez,Bosch GmbH,Telecom,,,Email Campaign,"['LinkedIn_Ad_Click', 'LinkedIn_Ad_Click', 'Customer']",1
L020074,,Bosch_Tech,,North America,Oscilloscopes,,['No_Conversion'],0
L020075,Sarah Singh,Samsu_Tech,,LATAM,Oscilloscopes,Event,"['PathWave_Trial_Request', 'LinkedIn_Ad_Click', 'DesignCon_Booth_Visit', 'Application_Engineer_Call', 'Whitepaper_Download_5G_Test', 'Customer']",1
L020076,Maria Johnson,Bosch GmbH,,LATAM,,LinkedIn,"['Opportunity', 'Keysight_Workshop_RF_Testing', 'Loaner_Unit_Evaluation', 'SQL', 'Customer']",1
L020077,Kenji Singh,,Automotive,,,LinkedIn,"['Application_Engineer_Call', 'AutoSens_Tech_Talk', 'Keysight_Workshop_RF_Testing', 'Whitepaper_Download_5G_Test', 'No_Conversion']",0
L020078,Kenji Patel,,,Europe,,Website,"['Oscilloscope_Selector_Tool', 'LinkedIn_Ad_Click', 'No_Conversion']",0
L020079,Kenji Anders,Broadcom GmbH,,APAC,,Website,"['Application_Engineer_Call', 'Oscilloscope_Selector_Tool', 'Customer']",1
L020080,Sofia Ito,,,LATAM,,Event,"['IMS_Badge_Scan', 'DesignCon_Booth_Visit', 'AutoSens_Tech_Talk', 'Opportunity', 'DesignCon_Booth_Visit', 'Application_Engineer_Call', 'Keysight_University_Course', 'IMS_Badge_Scan', 'Keysight_University_Course', 'No_Conversion']",0
L020081,Kenji Garcia,Sony GmbH,Telecom,North America,5G Testbeds,Sales Outreach,"['Opportunity', 'Oscilloscope_Selector_Tool', 'Opportunity', 'Technical_Demo', 'Keysight_Workshop_RF_Testing', 'Keysight_Workshop_RF_Testing', 'Opportunity', 'No_Conversion']",0
L020082,Maria Patel,Bosch_Tech,Telecom,LATAM,Oscilloscopes,Website,"['Keysight_University_Course', 'Application_Engineer_Call', 'Keysight_Workshop_RF_Testing', 'Keysight_University_Course', 'Customer']",1
L020083,Laura Martinez,NXPSe_Tech,,,,Email Campaign,"['MQL', 'PathWave_Trial_Request', 'Application_Engineer_Call', 'Opportunity', 'DesignCon_Booth_Visit', 'No_Conversion']",0
L020084,Daniel Williams,,Telecom,,,Website,"['Keysight_Workshop_RF_Testing', 'Opportunity', 'Keysight_Workshop_RF_Testing', 'No_Conversion']",0
L020085,Chen Chen,Tesla Energy GmbH,,North America,,LinkedIn,"['Oscilloscope_Selector_Tool', 'LinkedIn_Ad_Click', 'Oscilloscope_Selector_Tool', 'Customer']",1
L020086,Sarah Singh,MetaC_Tech,Automotive,,PathWave Software,Sales Outreach,"['Website_Product_Page', 'Whitepaper_Download_5G_Test', 'MQL', 'Customer']",1
L020087,Kenji Johnson,NXPSe_Tech,Telecom,APAC,Oscilloscopes,Website,"['Whitepaper_Download_5G_Test', 'Keysight_Workshop_RF_Testing', 'Website_Product_Page', 'Keysight_Workshop_RF_Testing', 'No_Conversion']",0
L020088,Michael Chen,Raytheon,Electronics,APAC,5G Testbeds,Email Campaign,"['Technical_Demo', 'LinkedIn_Ad_Click', 'SQL', 'Customer']",1
L020089,Sarah Patel,Qualcomm GmbH,,LATAM,,Website,"['Technical_Demo', 'Opportunity', 'Oscilloscope_Selector_Tool', 'Whitepaper_Download_5G_Test', 'Website_Product_Page', 'SQL', 'Keysight_Workshop_RF_Testing', 'Application_Engineer_Call', 'Customer']",1
L020090,Priya Johnson,,Telecom,North America,Oscilloscopes,Event,"['MQL', 'No_Conversion']",0
L020091,,Bosch GmbH,Automotive,Europe,Oscilloscopes,Event,"['Whitepaper_Download_5G_Test', 'Whitepaper_Download_5G_Test', 'Whitepaper_Download_5G_Test', 'Website_Product_Page', 'MQL', 'Technical_Demo', 'Opportunity', 'Lab_Integration_Discussion', 'Website_Product_Page', 'No_Conversion']",0
L020092,Michael Tanaka,Samsung Electronics,,,PathWave Software,Sales Outreach,"['Website_Product_Page', 'SQL', 'Customer']",1
L020093,,NXP Semiconductors,Aerospace,APAC,,,"['Keysight_University_Course', 'Website_Product_Page', 'IMS_Badge_Scan', 'Keysight_University_Course', 'LinkedIn_Ad_Click', 'PathWave_Trial_Request', 'DesignCon_Booth_Visit', 'Customer']",1
L020094,Hiroshi Ito,,,LATAM,,,"['Website_Product_Page', 'Oscilloscope_Selector_Tool', 'PathWave_Trial_Request', 'Loaner_Unit_Evaluation', 'Website_Product_Page', 'Loaner_Unit_Evaluation', 'DesignCon_Booth_Visit', 'Customer']",1
L020095,Daniel Ito,,,,PathWave Software,Event,['No_Conversion'],0
L020096,,NXPSe_Tech,,Europe,PathWave Software,,"['AutoSens_Tech_Talk', 'Loaner_Unit_Evaluation', 'DesignCon_Booth_Visit', 'PathWave_Trial_Request', 'MQL', 'SQL', 'No_Conversion']",0
L020097,Ahmed Anders,Broad_Tech,Semiconductor,LATAM,5G Testbeds,Email Campaign,"['Oscilloscope_Selector_Tool', 'MQL', 'Application_Engineer_Call', 'No_Conversion']",0
L020098,Ravi Garcia,Tesla Energy,,,Oscilloscopes,Sales Outreach,"['Oscilloscope_Selector_Tool', 'AutoSens_Tech_Talk', 'PathWave_Trial_Request', 'LinkedIn_Ad_Click', 'Customer']",1
L020099,Laura Martinez,Bosch,,APAC,,LinkedIn,"['AutoSens_Tech_Talk', 'SQL', 'Application_Engineer_Call', 'Whitepaper_Download_5G_Test', 'Whitepaper_Download_5G_Test', 'Loaner_Unit_Evaluation', 'MQL', 'AutoSens_Tech_Talk', 'Opportunity', 'Loaner_Unit_Evaluation', 'No_Conversion']",0
L020100,Ravi Johnson,,,,5G Testbeds,Website,"['DesignCon_Booth_Visit', 'AutoSens_Tech_Talk', 'Oscilloscope_Selector_Tool', 'SQL', 'LinkedIn_Ad_Click', 'No_Conversion']",0
L020101,Daniel Garcia,Meta Connectivity Labs GmbH,,APAC,,LinkedIn,"['Lab_Integration_Discussion', 'PathWave_Trial_Request', 'LinkedIn_Ad_Click', 'Website_Product_Page', 'Whitepaper_Download_5G_Test', 'PathWave_Trial_Request', 'Technical_Demo', 'No_Conversion']",0
L020102,,Broadcom,,,Automotive Ethernet,Event,"['Oscilloscope_Selector_Tool', 'Keysight_University_Course', 'Keysight_University_Course', 'PathWave_Trial_Request', 'DesignCon_Booth_Visit', 'IMS_Badge_Scan', 'Technical_Demo', 'Application_Engineer_Call', 'No_Conversion']",0
L020103,Daniel Ito,Samsung Electronics GmbH,Automotive,LATAM,Automotive Ethernet,LinkedIn,"['Whitepaper_Download_5G_Test', 'MQL', 'Opportunity', 'IMS_Badge_Scan', 'Customer']",1
L020104,Laura Singh,,Telecom,Europe,Automotive Ethernet,LinkedIn,"['PathWave_Trial_Request', 'Website_Product_Page', 'Opportunity', 'IMS_Badge_Scan', 'No_Conversion']",0
L020105,Priya Williams,NXP Semiconductors GmbH,Electronics,Europe,,Website,"['Lab_Integration_Discussion', 'Application_Engineer_Call', 'Website_Product_Page', 'Oscilloscope_Selector_Tool', 'MQL', 'IMS_Badge_Scan', 'Customer']",1
L020106,Hiroshi Ito,,Electronics,Europe,5G Testbeds,,"['PathWave_Trial_Request', 'AutoSens_Tech_Talk', 'Technical_Demo', 'Customer']",1
L020107,,Meta Connectivity Labs GmbH,,Europe,PathWave Software,Webinar,['No_Conversion'],0
L020108,Hiroshi Williams,Broadcom,Semiconductor,North America,Automotive Ethernet,Webinar,"['Opportunity', 'SQL', 'AutoSens_Tech_Talk', 'Lab_Integration_Discussion', 'Application_Engineer_Call', 'Whitepaper_Download_5G_Test', 'Technical_Demo', 'LinkedIn_Ad_Click', 'Whitepaper_Download_5G_Test', 'Customer']",1
L020109,Sarah Tanaka,Meta Connectivity Labs GmbH,Aerospace,APAC,,Website,"['Technical_Demo', 'LinkedIn_Ad_Click', 'SQL', 'Lab_Integration_Discussion', 'Oscilloscope_Selector_Tool', 'Application_Engineer_Call', 'Opportunity', 'SQL', 'Opportunity', 'No_Conversion']",0
L020110,Daniel Patel,Qualcomm GmbH,,Europe,,Website,"['DesignCon_Booth_Visit', 'Opportunity', 'Oscilloscope_Selector_Tool', 'Customer']",1
L020111,,Infineon,Semiconductor,,,,"['Keysight_Workshop_RF_Testing', 'Keysight_Workshop_RF_Testing', 'IMS_Badge_Scan', 'LinkedIn_Ad_Click', 'Lab_Integration_Discussion', 'No_Conversion']",0
L020112,Priya Singh,Tesla_Tech,,Europe,,,"['Loaner_Unit_Evaluation', 'Application_Engineer_Call', 'Opportunity', 'SQL', 'No_Conversion']",0
L020113,Maria Johnson,Meta Connectivity Labs,Aerospace,LATAM,5G Testbeds,Event,"['IMS_Badge_Scan', 'Keysight_University_Course', 'No_Conversion']",0
L020114,Chen Tanaka,,Telecom,Europe,,Website,['Customer'],1
L020115,Priya Williams,,Electronics,North America,Automotive Ethernet,Email Campaign,"['Whitepaper_Download_5G_Test', 'Customer']",1
L020116,Laura Tanaka,Broadcom,Aerospace,,,Event,"['DesignCon_Booth_Visit', 'MQL', 'SQL', 'Lab_Integration_Discussion', 'Website_Product_Page', 'Website_Product_Page', 'Keysight_Workshop_RF_Testing', 'Oscilloscope_Selector_Tool', 'Customer']",1
L020117,Ravi Johnson,Qualcomm,Electronics,,,Website,"['DesignCon_Booth_Visit', 'PathWave_Trial_Request', 'DesignCon_Booth_Visit', 'No_Conversion']",0
L020118,,Meta Connectivity Labs,,,,Website,"['DesignCon_Booth_Visit', 'Oscilloscope_Selector_Tool', 'Website_Product_Page', 'Customer']",1
L020119,Maria Khan,Sony,Semiconductor,LATAM,Oscilloscopes,Sales Outreach,"['IMS_Badge_Scan', 'Website_Product_Page', 'DesignCon_Booth_Visit', 'Whitepaper_Download_5G_Test', 'No_Conversion']",0
L020120,Priya Johnson,Samsu_Tech,Telecom,LATAM,Automotive Ethernet,,"['Technical_Demo', 'Keysight_Workshop_RF_Testing', 'Keysight_University_Course', 'Whitepaper_Download_5G_Test', 'Application_Engineer_Call', 'No_Conversion']",0
L020121,Hiroshi Martinez,Samsung Electronics,,Europe,,Event,"['SQL', 'Whitepaper_Download_5G_Test', 'No_Conversion']",0
L020122,Kenji Williams,,Telecom,,,Website,"['Website_Product_Page', 'DesignCon_Booth_Visit', 'Loaner_Unit_Evaluation', 'IMS_Badge_Scan', 'SQL', 'Customer']",1
L020123,Hiroshi Garcia,Sony,Aerospace,North America,Oscilloscopes,Webinar,"['Opportunity', 'Application_Engineer_Call', 'Application_Engineer_Call', 'IMS_Badge_Scan', 'LinkedIn_Ad_Click', 'Customer']",1
L020124,Ahmed Garcia,Rayth_Tech,,LATAM,,Event,"['Website_Product_Page', 'Opportunity', 'DesignCon_Booth_Visit', 'Customer']",1
L020125,Ravi Tanaka,Sony_Tech,Electronics,North America,5G Testbeds,Event,"['PathWave_Trial_Request', 'Technical_Demo', 'MQL', 'Customer']",1
L020126,Ahmed Chen,Tesla Energy,Electronics,APAC,,Webinar,"['Lab_Integration_Discussion', 'Lab_Integration_Discussion', 'Lab_Integration_Discussion', 'SQL', 'No_Conversion']",0
L020127,Hiroshi Ito,Samsung Electronics,Automotive,APAC,,Event,"['DesignCon_Booth_Visit', 'MQL', 'Application_Engineer_Call', 'Whitepaper_Download_5G_Test', 'Customer']",1
L020128,Daniel Patel,Rayth_Tech,Aerospace,Europe,,Webinar,"['DesignCon_Booth_Visit', 'MQL', 'Application_Engineer_Call', 'Keysight_Workshop_RF_Testing', 'Lab_Integration_Discussion', 'Customer']",1
L020129,Laura Chen,Sony_Tech,,,,Website,"['Loaner_Unit_Evaluation', 'SQL', 'Opportunity', 'Customer']",1
L020130,Michael Tanaka,Qualcomm,,APAC,,Sales Outreach,"['LinkedIn_Ad_Click', 'Application_Engineer_Call', 'SQL', 'No_Conversion']",0
L020131,Maria Chen,Sony_Tech,,North America,,LinkedIn,"['PathWave_Trial_Request', 'Technical_Demo', 'Keysight_University_Course', 'IMS_Badge_Scan', 'No_Conversion']",0
L020132,Sarah Garcia,,,North America,PathWave Software,LinkedIn,"['DesignCon_Booth_Visit', 'Oscilloscope_Selector_Tool', 'LinkedIn_Ad_Click', 'Customer']",1
L020133,Ravi Williams,,,Europe,5G Testbeds,Event,"['Application_Engineer_Call', 'AutoSens_Tech_Talk', 'Website_Product_Page', 'Customer']",1
L020134,Ahmed Tanaka,Broadcom GmbH,Electronics,Europe,Oscilloscopes,Website,"['Lab_Integration_Discussion', 'LinkedIn_Ad_Click', 'Keysight_University_Course', 'Oscilloscope_Selector_Tool', 'MQL', 'LinkedIn_Ad_Click', 'No_Conversion']",0
