Lead_ID,Client_Name,Client_Company,Industry,Region,Product_Interest,Lead_Source,Touchpoint_Sequence,Converted
L000019,Chen Khan,,Electronics,North America,5G Testbeds,Webinar,"['Keysight_Workshop_RF_Testing', 'MQL', 'Oscilloscope_Selector_Tool', 'Technical_Demo', 'Loaner_Unit_Evaluation', 'Whitepaper_Download_5G_Test', 'Opportunity', 'Customer']",1
L000020,Priya Patel,Tesla_Tech,Automotive,APAC,,Event,"['PathWave_Trial_Request', 'Customer']",1
L000021,Sofia Anders,Meta Connectivity Labs GmbH,Electronics,APAC,,Event,"['Oscilloscope_Selector_Tool', 'AutoSens_Tech_Talk', 'Whitepaper_Download_5G_Test', 'Customer']",1
L000022,,Meta Connectivity Labs,Electronics,Europe,,Event,"['Lab_Integration_Discussion', 'IMS_Badge_Scan', 'Oscilloscope_Selector_Tool', 'LinkedIn_Ad_Click', 'MQL', 'Oscilloscope_Selector_Tool', 'Lab_Integration_Discussion', 'MQL', 'No_Conversion']",0
L000023,Maria Garcia,Raytheon,Electronics,,5G Testbeds,,"['Lab_Integration_Discussion', 'No_Conversion']",0
L000024,Ravi Singh,Bosch,Automotive,LATAM,5G Testbeds,Sales Outreach,"['DesignCon_Booth_Visit', 'Keysight_Workshop_RF_Testing', 'Whitepaper_Download_5G_Test', 'No_Conversion']",0
L000025,Sofia Patel,,Aerospace,LATAM,Oscilloscopes,Sales Outreach,"['Keysight_Workshop_RF_Testing', 'Technical_Demo', 'Oscilloscope_Selector_Tool', 'PathWave_Trial_Request', 'PathWave_Trial_Request', 'Oscilloscope_Selector_Tool', 'Customer']",1
L000026,Maria Lee,Infineon,Semiconductor,,,,"['Loaner_Unit_Evaluation', 'MQL', 'Whitepaper_Download_5G_Test', 'No_Conversion']",0
L000027,Priya Khan,Samsung Electronics,Electronics,APAC,,Sales Outreach,"['LinkedIn_Ad_Click', 'DesignCon_Booth_Visit', 'Lab_Integration_Discussion', 'Website_Product_Page', 'No_Conversion']",0
L000028,Ahmed Lee,Tesla Energy,Electronics,APAC,Automotive Ethernet,Website,"['LinkedIn_Ad_Click', 'Whitepaper_Download_5G_Test', 'IMS_Badge_Scan', 'PathWave_Trial_Request', 'Loaner_Unit_Evaluation', 'Whitepaper_Download_5G_Test', 'IMS_Badge_Scan', 'SQL', 'No_Conversion']",0
L000029,Hiroshi Anders,Samsung Electronics GmbH,,,,Email Campaign,"['PathWave_Trial_Request', 'Oscilloscope_Selector_Tool', 'Application_Engineer_Call', 'No_Conversion']",0
L000030,Daniel Ito,Broadcom,Electronics,APAC,PathWave Software,Event,"['Keysight_University_Course', 'Customer']",1
L000031,Kenji Ito,Samsung Electronics,Electronics,North America,5G Testbeds,Email Campaign,"['Website_Product_Page', 'Oscilloscope_Selector_Tool', 'Lab_Integration_Discussion', 'Customer']",1
L000032,Laura Anders,Broadcom GmbH,Semiconductor,APAC,Automotive Ethernet,Website,"['MQL', 'IMS_Badge_Scan', 'IMS_Badge_Scan', 'No_Conversion']",0
L000033,Maria Williams,Rayth_Tech,Automotive,North America,,,"['Whitepaper_Download_5G_Test', 'Application_Engineer_Call', 'Loaner_Unit_Evaluation', 'Customer']",1
L000034,Priya Tanaka,Rayth_Tech,,APAC,,Website,['No_Conversion'],0
L000035,Priya Khan,Qualc_Tech,Automotive,,5G Testbeds,Email Campaign,"['Loaner_Unit_Evaluation', 'Oscilloscope_Selector_Tool', 'Opportunity', 'Application_Engineer_Call', 'Oscilloscope_Selector_Tool', 'Oscilloscope_Selector_Tool', 'IMS_Badge_Scan', 'Whitepaper_Download_5G_Test', 'MQL', 'IMS_Badge_Scan', 'Customer']",1
L000036,Laura Chen,Tesla Energy GmbH,Automotive,APAC,Oscilloscopes,Email Campaign,"['LinkedIn_Ad_Click', 'AutoSens_Tech_Talk', 'Technical_Demo', 'Oscilloscope_Selector_Tool', 'LinkedIn_Ad_Click', 'DesignCon_Booth_Visit', 'No_Conversion']",0
L000037,Daniel Singh,Bosch_Tech,,LATAM,,Sales Outreach,"['Opportunity', 'SQL', 'Oscilloscope_Selector_Tool', 'Loaner_Unit_Evaluation', 'PathWave_Trial_Request', 'No_Conversion']",0
L000038,Kenji Ito,Tesla Energy GmbH,,Europe,,Email Campaign,"['Whitepaper_Download_5G_Test', 'LinkedIn_Ad_Click', 'Website_Product_Page', 'Whitepaper_Download_5G_Test', 'Opportunity', 'Keysight_Workshop_RF_Testing', 'DesignCon_Booth_Visit', 'No_Conversion']",0
L000039,Maria Martinez,Raytheon,Electronics,North America,Oscilloscopes,Website,"['Loaner_Unit_Evaluation', 'MQL', 'Oscilloscope_Selector_Tool', 'Customer']",1
L000040,Chen Williams,Meta Connectivity Labs GmbH,Automotive,LATAM,5G Testbeds,Webinar,"['Lab_Integration_Discussion', 'DesignCon_Booth_Visit', 'MQL', 'Customer']",1
L000041,,MetaC_Tech,Electronics,Europe,,Sales Outreach,"['Website_Product_Page', 'SQL', 'SQL', 'Customer']",1
L000042,Sofia Martinez,Qualcomm GmbH,Aerospace,APAC,PathWave Software,Webinar,"['Oscilloscope_Selector_Tool', 'No_Conversion']",0
L000043,Ravi Chen,Sony_Tech,Semiconductor,LATAM,5G Testbeds,LinkedIn,"['IMS_Badge_Scan', 'Application_Engineer_Call', 'Loaner_Unit_Evaluation', 'Keysight_Workshop_RF_Testing', 'IMS_Badge_Scan', 'Customer']",1
L000044,Sofia Lee,Qualc_Tech,Automotive,LATAM,5G Testbeds,Webinar,"['IMS_Badge_Scan', 'Website_Product_Page', 'MQL', 'No_Conversion']",0
L000045,Michael Tanaka,Sony_Tech,Electronics,LATAM,,LinkedIn,"['Technical_Demo', 'Website_Product_Page', 'Opportunity', 'Lab_Integration_Discussion', 'MQL', 'IMS_Badge_Scan', 'Loaner_Unit_Evaluation', 'SQL', 'Customer']",1
L000046,Sofia Johnson,Infin_Tech,Aerospace,Europe,,LinkedIn,"['Lab_Integration_Discussion', 'Keysight_Workshop_RF_Testing', 'IMS_Badge_Scan', 'Oscilloscope_Selector_Tool', 'PathWave_Trial_Request', 'No_Conversion']",0
L000047,Laura Lee,,Aerospace,Europe,Oscilloscopes,LinkedIn,"['AutoSens_Tech_Talk', 'Keysight_University_Course', 'Lab_Integration_Discussion', 'Technical_Demo', 'Website_Product_Page', 'Customer']",1
L000048,Chen Anders,,Semiconductor,Europe,5G Testbeds,Event,"['LinkedIn_Ad_Click', 'Keysight_University_Course', 'IMS_Badge_Scan', 'Opportunity', 'Opportunity', 'No_Conversion']",0
L000049,Priya Patel,,Automotive,LATAM,Oscilloscopes,Sales Outreach,"['LinkedIn_Ad_Click', 'AutoSens_Tech_Talk', 'Lab_Integration_Discussion', 'No_Conversion']",0
L000050,Chen Anders,Bosch,Semiconductor,,Automotive Ethernet,Webinar,"['Keysight_Workshop_RF_Testing', 'SQL', 'Keysight_University_Course', 'Application_Engineer_Call', 'Opportunity', 'SQL', 'Application_Engineer_Call', 'Customer']",1
L000051,Michael Williams,Qualc_Tech,,APAC,Automotive Ethernet,Email Campaign,"['Technical_Demo', 'AutoSens_Tech_Talk', 'Lab_Integration_Discussion', 'Customer']",1
L000052,Ahmed Martinez,Sony GmbH,Electronics,North America,5G Testbeds,Event,['Customer'],1
L000053,Laura Chen,Tesla Energy GmbH,,Europe,PathWave Software,Website,['Customer'],1
L000054,Hiroshi Patel,Tesla_Tech,,,,Webinar,"['Keysight_Workshop_RF_Testing', 'Website_Product_Page', 'Customer']",1
L000055,Michael Garcia,Qualcomm,Electronics,LATAM,Automotive Ethernet,LinkedIn,"['Keysight_University_Course', 'MQL', 'AutoSens_Tech_Talk', 'Opportunity', 'No_Conversion']",0
L000056,Michael Lee,Bosch GmbH,Aerospace,LATAM,Automotive Ethernet,Event,"['LinkedIn_Ad_Click', 'Keysight_Workshop_RF_Testing', 'AutoSens_Tech_Talk', 'Keysight_Workshop_RF_Testing', 'Keysight_University_Course', 'No_Conversion']",0
L000057,Ahmed Khan,,,North America,Oscilloscopes,Website,"['PathWave_Trial_Request', 'SQL', 'IMS_Badge_Scan', 'Whitepaper_Download_5G_Test', 'SQL', 'Whitepaper_Download_5G_Test', 'SQL', 'Whitepaper_Download_5G_Test', 'Customer']",1
L000058,Michael Johnson,Broad_Tech,Automotive,LATAM,,Website,"['PathWave_Trial_Request', 'Customer']",1
L000059,Priya Tanaka,NXP Semiconductors GmbH,,Europe,PathWave Software,Sales Outreach,"['Opportunity', 'Keysight_University_Course', 'Application_Engineer_Call', 'IMS_Badge_Scan', 'MQL', 'DesignCon_Booth_Visit', 'IMS_Badge_Scan', 'No_Conversion']",0
L000060,Chen Garcia,Meta Connectivity Labs,Aerospace,,PathWave Software,Event,"['Technical_Demo', 'Loaner_Unit_Evaluation', 'Oscilloscope_Selector_Tool', 'Application_Engineer_Call', 'Lab_Integration_Discussion', 'DesignCon_Booth_Visit', 'MQL', 'No_Conversion']",0
L000061,Ahmed Garcia,,Electronics,LATAM,PathWave Software,Sales Outreach,"['DesignCon_Booth_Visit', 'DesignCon_Booth_Visit', 'LinkedIn_Ad_Click', 'IMS_Badge_Scan', 'Application_Engineer_Call', 'Lab_Integration_Discussion', 'Customer']",1
L000062,Michael Singh,,,,Automotive Ethernet,,"['DesignCon_Booth_Visit', 'Customer']",1
L000063,Chen Ito,Samsu_Tech,Electronics,LATAM,,Website,"['SQL', 'Lab_Integration_Discussion', 'IMS_Badge_Scan', 'Opportunity', 'Whitepaper_Download_5G_Test', 'No_Conversion']",0
L000064,Sofia Tanaka,Qualcomm GmbH,,North America,,Sales Outreach,"['IMS_Badge_Scan', 'Customer']",1
L000065,Hiroshi Chen,,Semiconductor,APAC,Automotive Ethernet,Sales Outreach,"['Whitepaper_Download_5G_Test', 'PathWave_Trial_Request', 'Customer']",1
L000066,Kenji Chen,Infineon,Electronics,North America,5G Testbeds,Sales Outreach,"['Keysight_University_Course', 'PathWave_Trial_Request', 'Loaner_Unit_Evaluation', 'Application_Engineer_Call', 'SQL', 'AutoSens_Tech_Talk', 'Technical_Demo', 'Loaner_Unit_Evaluation', 'Customer']",1
L000067,Sarah Williams,,Telecom,Europe,PathWave Software,LinkedIn,"['Opportunity', 'Lab_Integration_Discussion', 'Website_Product_Page', 'Application_Engineer_Call', 'Customer']",1
L000068,,Broad_Tech,,Europe,5G Testbeds,Website,"['Technical_Demo', 'SQL', 'DesignCon_Booth_Visit', 'Lab_Integration_Discussion', 'Lab_Integration_Discussion', 'Lab_Integration_Discussion', 'Loaner_Unit_Evaluation', 'LinkedIn_Ad_Click', 'IMS_Badge_Scan', 'Customer']",1
L000069,Ahmed Chen,Sony_Tech,,APAC,PathWave Software,,"['Opportunity', 'DesignCon_Booth_Visit', 'Oscilloscope_Selector_Tool', 'AutoSens_Tech_Talk', 'DesignCon_Booth_Visit', 'LinkedIn_Ad_Click', 'Customer']",1
L000070,Kenji Tanaka,,,Europe,PathWave Software,Webinar,"['Technical_Demo', 'DesignCon_Booth_Visit', 'AutoSens_Tech_Talk', 'Customer']",1
L000071,Sarah Lee,Qualc_Tech,,Europe,,Website,['Customer'],1
L000072,Ahmed Khan,,Semiconductor,North America,,Webinar,"['DesignCon_Booth_Visit', 'LinkedIn_Ad_Click', 'MQL', 'Lab_Integration_Discussion', 'AutoSens_Tech_Talk', 'Customer']",1
L000073,Ahmed Ito,MetaC_Tech,Aerospace,APAC,,LinkedIn,"['IMS_Badge_Scan', 'MQL', 'Application_Engineer_Call', 'Opportunity', 'Lab_Integration_Discussion', 'Whitepaper_Download_5G_Test', 'Keysight_University_Course', 'SQL', 'Customer']",1
L000074,Laura Anders,Broadcom,Electronics,North America,PathWave Software,Website,"['LinkedIn_Ad_Click', 'Opportunity', 'DesignCon_Booth_Visit', 'Keysight_University_Course', 'Application_Engineer_Call', 'Oscilloscope_Selector_Tool', 'Customer']",1
L000075,Sofia Martinez,NXP Semiconductors GmbH,,LATAM,,LinkedIn,"['Whitepaper_Download_5G_Test', 'Application_Engineer_Call', 'Keysight_University_Course', 'Lab_Integration_Discussion', 'PathWave_Trial_Request', 'PathWave_Trial_Request', 'Lab_Integration_Discussion', 'Customer']",1
L000076,Daniel Martinez,Infin_Tech,Telecom,,,Website,"['Keysight_Workshop_RF_Testing', 'Technical_Demo', 'PathWave_Trial_Request', 'Customer']",1
L000077,,,Telecom,,,,"['Website_Product_Page', 'Application_Engineer_Call', 'Loaner_Unit_Evaluation', 'MQL', 'Website_Product_Page', 'IMS_Badge_Scan', 'Application_Engineer_Call', 'No_Conversion']",0
L000078,Laura Khan,,,North America,Oscilloscopes,LinkedIn,"['IMS_Badge_Scan', 'Technical_Demo', 'Lab_Integration_Discussion', 'Loaner_Unit_Evaluation', 'No_Conversion']",0
L000079,Priya Singh,NXP Semiconductors GmbH,Electronics,Europe,5G Testbeds,,"['LinkedIn_Ad_Click', 'Keysight_Workshop_RF_Testing', 'Website_Product_Page', 'No_Conversion']",0
L000080,Laura Tanaka,,Electronics,APAC,5G Testbeds,Webinar,"['DesignCon_Booth_Visit', 'Lab_Integration_Discussion', 'Customer']",1
L000081,Chen Patel,Samsung Electronics,Semiconductor,,PathWave Software,Email Campaign,"['SQL', 'Keysight_Workshop_RF_Testing', 'AutoSens_Tech_Talk', 'Oscilloscope_Selector_Tool', 'IMS_Badge_Scan', 'Customer']",1
L000082,,NXPSe_Tech,Telecom,North America,Oscilloscopes,Website,"['Website_Product_Page', 'Oscilloscope_Selector_Tool', 'No_Conversion']",0
L000083,Ahmed Anders,Samsung Electronics GmbH,Electronics,,5G Testbeds,Website,"['Keysight_Workshop_RF_Testing', 'MQL', 'MQL', 'Customer']",1
L000084,Ravi Lee,,Aerospace,,,Webinar,"['Technical_Demo', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L000085,Priya Williams,NXPSe_Tech,Automotive,North America,,Sales Outreach,"['SQL', 'PathWave_Trial_Request', 'LinkedIn_Ad_Click', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L000086,Daniel Williams,Raytheon,,LATAM,Oscilloscopes,Webinar,['No_Conversion'],0
L000087,Priya Ito,Tesla Energy GmbH,,,PathWave Software,Website,['No_Conversion'],0
L000088,Sofia Johnson,Sony_Tech,Telecom,LATAM,5G Testbeds,Webinar,"['IMS_Badge_Scan', 'Technical_Demo', 'LinkedIn_Ad_Click', 'No_Conversion']",0
L000089,Maria Lee,MetaC_Tech,Aerospace,North America,Oscilloscopes,Webinar,"['Application_Engineer_Call', 'Keysight_University_Course', 'Customer']",1
L000090,Hiroshi Johnson,Infineon,Telecom,APAC,Oscilloscopes,,"['Keysight_Workshop_RF_Testing', 'IMS_Badge_Scan', 'Lab_Integration_Discussion', 'No_Conversion']",0
L000091,Sarah Anders,Infineon GmbH,,LATAM,,LinkedIn,"['Technical_Demo', 'MQL', 'SQL', 'IMS_Badge_Scan', 'Keysight_University_Course', 'Customer']",1
L000092,Sarah Singh,NXP Semiconductors,Semiconductor,LATAM,5G Testbeds,Email Campaign,['Customer'],1
L000093,Laura Chen,Samsung Electronics,,North America,5G Testbeds,,['No_Conversion'],0
L000094,,,,,5G Testbeds,Email Campaign,"['SQL', 'Technical_Demo', 'No_Conversion']",0
L000095,Priya Lee,Sony GmbH,,,PathWave Software,LinkedIn,"['PathWave_Trial_Request', 'SQL', 'Loaner_Unit_Evaluation', 'PathWave_Trial_Request', 'Customer']",1
L000096,Hiroshi Anders,Tesla Energy GmbH,Automotive,Europe,PathWave Software,LinkedIn,"['Whitepaper_Download_5G_Test', 'Technical_Demo', 'Lab_Integration_Discussion', 'LinkedIn_Ad_Click', 'AutoSens_Tech_Talk', 'Customer']",1
L000097,Michael Chen,Bosch,Electronics,,,LinkedIn,['No_Conversion'],0
L000098,Maria Patel,,Semiconductor,,,LinkedIn,"['SQL', 'Customer']",1
L000099,Michael Martinez,,Semiconductor,North America,,Event,"['SQL', 'AutoSens_Tech_Talk', 'Keysight_Workshop_RF_Testing', 'No_Conversion']",0
L000100,,Sony GmbH,,Europe,Oscilloscopes,LinkedIn,"['Technical_Demo', 'AutoSens_Tech_Talk', 'Technical_Demo', 'PathWave_Trial_Request', 'No_Conversion']",0
L000101,Ahmed Anders,Infineon GmbH,,LATAM,,Webinar,"['Loaner_Unit_Evaluation', 'AutoSens_Tech_Talk', 'SQL', 'Lab_Integration_Discussion', 'LinkedIn_Ad_Click', 'Customer']",1
L000102,Priya Johnson,Meta Connectivity Labs GmbH,Automotive,,PathWave Software,Sales Outreach,"['PathWave_Trial_Request', 'SQL', 'Opportunity', 'Customer']",1
L000103,Sarah Johnson,,Telecom,LATAM,5G Testbeds,Event,"['Lab_Integration_Discussion', 'Customer']",1
L000104,,,Electronics,APAC,Oscilloscopes,Event,"['Technical_Demo', 'Customer']",1
L000105,,Sony,,LATAM,,Sales Outreach,"['PathWave_Trial_Request', 'LinkedIn_Ad_Click', 'Technical_Demo', 'Lab_Integration_Discussion', 'Oscilloscope_Selector_Tool', 'Lab_Integration_Discussion', 'SQL', 'No_Conversion']",0
L000106,,Qualc_Tech,Electronics,North America,,LinkedIn,"['SQL', 'PathWave_Trial_Request', 'PathWave_Trial_Request', 'Opportunity', 'MQL', 'SQL', 'Application_Engineer_Call', 'Customer']",1
L000107,Sofia Ito,,Telecom,North America,,Event,"['LinkedIn_Ad_Click', 'LinkedIn_Ad_Click', 'Opportunity', 'MQL', 'Oscilloscope_Selector_Tool', 'Lab_Integration_Discussion', 'No_Conversion']",0
L000108,Sofia Garcia,,,Europe,Oscilloscopes,Sales Outreach,"['Keysight_Workshop_RF_Testing', 'Keysight_University_Course', 'MQL', 'No_Conversion']",0
L000109,Hiroshi Chen,,,LATAM,PathWave Software,,"['Keysight_University_Course', 'Whitepaper_Download_5G_Test', 'AutoSens_Tech_Talk', 'Keysight_Workshop_RF_Testing', 'Loaner_Unit_Evaluation', 'IMS_Badge_Scan', 'Whitepaper_Download_5G_Test', 'Technical_Demo', 'No_Conversion']",0
L000110,Daniel Chen,,,,5G Testbeds,Sales Outreach,"['Keysight_Workshop_RF_Testing', 'MQL', 'Whitepaper_Download_5G_Test', 'PathWave_Trial_Request', 'Customer']",1
L000111,Daniel Williams,Qualc_Tech,Electronics,North America,,Event,"['AutoSens_Tech_Talk', 'AutoSens_Tech_Talk', 'IMS_Badge_Scan', 'PathWave_Trial_Request', 'DesignCon_Booth_Visit', 'Keysight_University_Course', 'Oscilloscope_Selector_Tool', 'MQL', 'Loaner_Unit_Evaluation', 'DesignCon_Booth_Visit', 'Customer']",1
L000112,Daniel Johnson,Meta Connectivity Labs GmbH,,,,LinkedIn,"['Whitepaper_Download_5G_Test', 'Opportunity', 'Opportunity', 'Technical_Demo', 'DesignCon_Booth_Visit', 'Whitepaper_Download_5G_Test', 'No_Conversion']",0
L000113,Laura Lee,NXPSe_Tech,,Europe,PathWave Software,Website,"['Keysight_University_Course', 'Customer']",1
L000114,,Infineon GmbH,Aerospace,,5G Testbeds,,['Customer'],1
L000115,Michael Garcia,,Semiconductor,Europe,PathWave Software,,"['Lab_Integration_Discussion', 'LinkedIn_Ad_Click', 'SQL', 'AutoSens_Tech_Talk', 'Opportunity', 'Keysight_Workshop_RF_Testing', 'PathWave_Trial_Request', 'Loaner_Unit_Evaluation', 'Application_Engineer_Call', 'Oscilloscope_Selector_Tool', 'No_Conversion']",0
L000116,Hiroshi Williams,Broadcom GmbH,,Europe,,Webinar,"['DesignCon_Booth_Visit', 'AutoSens_Tech_Talk', 'No_Conversion']",0
L000117,Ravi Ito,,,LATAM,5G Testbeds,Event,"['DesignCon_Booth_Visit', 'Technical_Demo', 'Loaner_Unit_Evaluation', 'Website_Product_Page', 'No_Conversion']",0
L000118,Sofia Tanaka,Qualcomm,Automotive,,Automotive Ethernet,Email Campaign,"['SQL', 'Loaner_Unit_Evaluation', 'MQL', 'Keysight_Workshop_RF_Testing', 'Technical_Demo', 'Customer']",1
L000119,Michael Ito,MetaC_Tech,,LATAM,Oscilloscopes,,['Customer'],1
L000120,Ahmed Tanaka,Tesla_Tech,,Europe,Automotive Ethernet,LinkedIn,"['Keysight_Workshop_RF_Testing', 'Website_Product_Page', 'No_Conversion']",0
L000121,Kenji Tanaka,Raytheon GmbH,,LATAM,Automotive Ethernet,Sales Outreach,['Customer'],1
L000122,Laura Williams,Qualcomm,Automotive,,Automotive Ethernet,Event,"['Lab_Integration_Discussion', 'AutoSens_Tech_Talk', 'AutoSens_Tech_Talk', 'Whitepaper_Download_5G_Test', 'Opportunity', 'Keysight_Workshop_RF_Testing', 'Loaner_Unit_Evaluation', 'DesignCon_Booth_Visit', 'No_Conversion']",0
L000123,Sarah Lee,Infin_Tech,Aerospace,,,LinkedIn,"['LinkedIn_Ad_Click', 'Application_Engineer_Call', 'Website_Product_Page', 'Lab_Integration_Discussion', 'Website_Product_Page', 'Loaner_Unit_Evaluation', 'AutoSens_Tech_Talk', 'Opportunity', 'SQL', 'Opportunity', 'No_Conversion']",0
L000124,Laura Williams,Raytheon,Electronics,LATAM,PathWave Software,Webinar,"['Keysight_University_Course', 'Technical_Demo', 'MQL', 'AutoSens_Tech_Talk', 'Customer']",1
L000125,Priya Tanaka,,Automotive,North America,,Webinar,"['Keysight_University_Course', 'PathWave_Trial_Request', 'Keysight_University_Course', 'DesignCon_Booth_Visit', 'LinkedIn_Ad_Click', 'Application_Engineer_Call', 'No_Conversion']",0
L000126,Hiroshi Martinez,Samsu_Tech,,LATAM,,LinkedIn,"['DesignCon_Booth_Visit', 'MQL', 'PathWave_Trial_Request', 'MQL', 'Technical_Demo', 'Whitepaper_Download_5G_Test', 'Whitepaper_Download_5G_Test', 'No_Conversion']",0
L000127,Ahmed Singh,Samsung Electronics,Electronics,APAC,PathWave Software,Sales Outreach,['No_Conversion'],0
L000128,Kenji Singh,Samsu_Tech,Telecom,,Automotive Ethernet,Email Campaign,"['Keysight_University_Course', 'Keysight_University_Course', 'Opportunity', 'MQL', 'Loaner_Unit_Evaluation', 'LinkedIn_Ad_Click', 'MQL', 'Keysight_University_Course', 'Customer']",1
L000129,Maria Tanaka,Infineon,,North America,PathWave Software,Email Campaign,"['Technical_Demo', 'DesignCon_Booth_Visit', 'PathWave_Trial_Request', 'IMS_Badge_Scan', 'Keysight_University_Course', 'No_Conversion']",0
L000130,Chen Williams,Broad_Tech,Automotive,LATAM,,LinkedIn,"['Keysight_Workshop_RF_Testing', 'Website_Product_Page', 'PathWave_Trial_Request', 'DesignCon_Booth_Visit', 'No_Conversion']",0
L000131,Kenji Williams,Tesla Energy,Telecom,North America,,LinkedIn,"['Application_Engineer_Call', 'No_Conversion']",0
L000132,Priya Singh,Tesla Energy,,Europe,Oscilloscopes,Webinar,"['AutoSens_Tech_Talk', 'Opportunity', 'AutoSens_Tech_Talk', 'Opportunity', 'Keysight_University_Course', 'SQL', 'Customer']",1
L000133,Sarah Chen,Sony_Tech,Telecom,Europe,,Sales Outreach,"['SQL', 'IMS_Badge_Scan', 'AutoSens_Tech_Talk', 'PathWave_Trial_Request', 'LinkedIn_Ad_Click', 'Customer']",1
L000134,Daniel Ito,Qualcomm GmbH,Semiconductor,Europe,PathWave Software,,"['Whitepaper_Download_5G_Test', 'Application_Engineer_Call', 'Application_Engineer_Call', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L000135,Chen Garcia,NXP Semiconductors,,Europe,,Webinar,"['Keysight_Workshop_RF_Testing', 'Application_Engineer_Call', 'Opportunity', 'SQL', 'No_Conversion']",0
L000136,Laura Chen,,,APAC,,Email Campaign,"['Opportunity', 'PathWave_Trial_Request', 'Technical_Demo', 'No_Conversion']",0
L000137,Kenji Anders,Broadcom GmbH,,Europe,Automotive Ethernet,Email Campaign,"['LinkedIn_Ad_Click', 'Customer']",1
