Lead_ID,Client_Name,Client_Company,Industry,Region,Product_Interest,Lead_Source,Touchpoint_Sequence,Converted
L015018,Laura Patel,NXP Semiconductors GmbH,Aerospace,,,,"['Website_Product_Page', 'DesignCon_Booth_Visit', 'Customer']",1
L015019,Ravi Ito,Tesla Energy GmbH,Telecom,North America,5G Testbeds,Website,"['LinkedIn_Ad_Click', 'IMS_Badge_Scan', 'Whitepaper_Download_5G_Test', 'IMS_Badge_Scan', 'No_Conversion']",0
L015020,Laura Ito,Raytheon,,,,,"['DesignCon_Booth_Visit', 'Lab_Integration_Discussion', 'Website_Product_Page', 'Customer']",1
L015021,Sarah Singh,,,APAC,,LinkedIn,['Customer'],1
L015022,Laura Patel,Raytheon GmbH,Semiconductor,APAC,5G Testbeds,LinkedIn,['No_Conversion'],0
L015023,Priya Tanaka,Sony GmbH,Semiconductor,APAC,,Webinar,"['Lab_Integration_Discussion', 'LinkedIn_Ad_Click', 'Keysight_University_Course', 'Customer']",1
L015024,Ravi Khan,,,,,Sales Outreach,"['SQL', 'MQL', 'MQL', 'Customer']",1
L015025,Priya Anders,Broadcom GmbH,,,PathWave Software,LinkedIn,"['MQL', 'Oscilloscope_Selector_Tool', 'SQL', 'No_Conversion']",0
L015026,Priya Chen,Samsu_Tech,Telecom,,,Email Campaign,"['Website_Product_Page', 'Oscilloscope_Selector_Tool', 'Technical_Demo', 'Application_Engineer_Call', 'Lab_Integration_Discussion', 'Loaner_Unit_Evaluation', 'Customer']",1
L015027,Daniel Johnson,Sony GmbH,Aerospace,,,Webinar,"['SQL', 'Whitepaper_Download_5G_Test', 'Opportunity', 'SQL', 'MQL', 'Loaner_Unit_Evaluation', 'Lab_Integration_Discussion', 'Lab_Integration_Discussion', 'Lab_Integration_Discussion', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L015028,Daniel Williams,Qualc_Tech,Aerospace,,,Email Campaign,"['MQL', 'Website_Product_Page', 'Keysight_Workshop_RF_Testing', 'DesignCon_Booth_Visit', 'Application_Engineer_Call', 'Loaner_Unit_Evaluation', 'Keysight_Workshop_RF_Testing', 'No_Conversion']",0
L015029,Kenji Martinez,NXP Semiconductors GmbH,Semiconductor,North America,PathWave Software,,"['Website_Product_Page', 'MQL', 'Application_Engineer_Call', 'Application_Engineer_Call', 'Keysight_University_Course', 'Oscilloscope_Selector_Tool', 'Oscilloscope_Selector_Tool', 'MQL', 'Technical_Demo', 'Customer']",1
L015030,Michael Singh,Rayth_Tech,,,Oscilloscopes,Webinar,"['Loaner_Unit_Evaluation', 'MQL', 'PathWave_Trial_Request', 'LinkedIn_Ad_Click', 'Opportunity', 'Whitepaper_Download_5G_Test', 'Whitepaper_Download_5G_Test', 'Keysight_Workshop_RF_Testing', 'IMS_Badge_Scan', 'Oscilloscope_Selector_Tool', 'No_Conversion']",0
L015031,Maria Johnson,Broadcom GmbH,,North America,,LinkedIn,"['LinkedIn_Ad_Click', 'IMS_Badge_Scan', 'LinkedIn_Ad_Click', 'Oscilloscope_Selector_Tool', 'Application_Engineer_Call', 'Keysight_University_Course', 'LinkedIn_Ad_Click', 'Loaner_Unit_Evaluation', 'Customer']",1
L015032,Hiroshi Tanaka,Bosch_Tech,,Europe,,Sales Outreach,"['SQL', 'Technical_Demo', 'DesignCon_Booth_Visit', 'No_Conversion']",0
L015033,Maria Williams,NXP Semiconductors GmbH,Telecom,Europe,,Event,['No_Conversion'],0
L015034,Laura Williams,Samsung Electronics GmbH,Telecom,LATAM,PathWave Software,LinkedIn,"['IMS_Badge_Scan', 'AutoSens_Tech_Talk', 'Keysight_University_Course', 'No_Conversion']",0
L015035,Chen Khan,Qualc_Tech,Telecom,Europe,,Event,"['Website_Product_Page', 'Loaner_Unit_Evaluation', 'Whitepaper_Download_5G_Test', 'Application_Engineer_Call', 'Lab_Integration_Discussion', 'Opportunity', 'Customer']",1
L015036,Daniel Singh,,Aerospace,,,LinkedIn,"['AutoSens_Tech_Talk', 'Keysight_University_Course', 'DesignCon_Booth_Visit', 'Whitepaper_Download_5G_Test', 'Loaner_Unit_Evaluation', 'IMS_Badge_Scan', 'AutoSens_Tech_Talk', 'PathWave_Trial_Request', 'Customer']",1
L015037,Michael Khan,,Automotive,LATAM,5G Testbeds,Webinar,"['IMS_Badge_Scan', 'Customer']",1
L015038,Maria Johnson,Bosch GmbH,,APAC,,Event,"['SQL', 'MQL', 'Customer']",1
L015039,Chen Martinez,,,Europe,5G Testbeds,Webinar,"['SQL', 'Keysight_University_Course', 'Opportunity', 'Technical_Demo', 'No_Conversion']",0
L015040,Maria Singh,NXP Semiconductors,Telecom,LATAM,,Sales Outreach,"['MQL', 'No_Conversion']",0
L015041,,,,,5G Testbeds,LinkedIn,"['Technical_Demo', 'SQL', 'LinkedIn_Ad_Click', 'MQL', 'IMS_Badge_Scan', 'Whitepaper_Download_5G_Test', 'PathWave_Trial_Request', 'SQL', 'Oscilloscope_Selector_Tool', 'Customer']",1
L015042,Laura Ito,Qualcomm,Electronics,LATAM,Automotive Ethernet,Webinar,"['AutoSens_Tech_Talk', 'Whitepaper_Download_5G_Test', 'PathWave_Trial_Request', 'PathWave_Trial_Request', 'AutoSens_Tech_Talk', 'Customer']",1
L015043,Priya Khan,Qualcomm GmbH,Telecom,North America,PathWave Software,,"['Oscilloscope_Selector_Tool', 'IMS_Badge_Scan', 'DesignCon_Booth_Visit', 'LinkedIn_Ad_Click', 'Technical_Demo', 'SQL', 'LinkedIn_Ad_Click', 'No_Conversion']",0
L015044,Maria Patel,Bosch_Tech,Semiconductor,Europe,,Email Campaign,"['Whitepaper_Download_5G_Test', 'Oscilloscope_Selector_Tool', 'Opportunity', 'Website_Product_Page', 'IMS_Badge_Scan', 'Oscilloscope_Selector_Tool', 'Opportunity', 'DesignCon_Booth_Visit', 'SQL', 'Loaner_Unit_Evaluation', 'No_Conversion']",0
L015045,Ahmed Patel,,Semiconductor,North America,,Event,"['PathWave_Trial_Request', 'Keysight_University_Course', 'Keysight_Workshop_RF_Testing', 'Website_Product_Page', 'Website_Product_Page', 'PathWave_Trial_Request', 'AutoSens_Tech_Talk', 'MQL', 'No_Conversion']",0
L015046,Daniel Ito,MetaC_Tech,,Europe,Automotive Ethernet,Website,"['Loaner_Unit_Evaluation', 'Loaner_Unit_Evaluation', 'DesignCon_Booth_Visit', 'Whitepaper_Download_5G_Test', 'Opportunity', 'Opportunity', 'Lab_Integration_Discussion', 'SQL', 'Opportunity', 'AutoSens_Tech_Talk', 'Customer']",1
L015047,Ravi Johnson,Raytheon,Telecom,North America,Automotive Ethernet,Email Campaign,['No_Conversion'],0
L015048,Ahmed Khan,,,APAC,PathWave Software,Event,"['PathWave_Trial_Request', 'IMS_Badge_Scan', 'Technical_Demo', 'LinkedIn_Ad_Click', 'Application_Engineer_Call', 'Whitepaper_Download_5G_Test', 'Customer']",1
L015049,,Broad_Tech,Automotive,,,Email Campaign,['No_Conversion'],0
L015050,Daniel Patel,Qualcomm,Electronics,APAC,PathWave Software,Webinar,"['AutoSens_Tech_Talk', 'Application_Engineer_Call', 'MQL', 'Technical_Demo', 'No_Conversion']",0
L015051,Ahmed Williams,Samsung Electronics GmbH,,North America,,,"['Technical_Demo', 'No_Conversion']",0
L015052,Daniel Williams,Bosch GmbH,Aerospace,LATAM,PathWave Software,Webinar,"['Website_Product_Page', 'Website_Product_Page', 'SQL', 'Opportunity', 'Website_Product_Page', 'Keysight_Workshop_RF_Testing', 'Lab_Integration_Discussion', 'Application_Engineer_Call', 'Application_Engineer_Call', 'Customer']",1
L015053,Hiroshi Lee,Meta Connectivity Labs,,,Automotive Ethernet,Webinar,"['PathWave_Trial_Request', 'IMS_Badge_Scan', 'Oscilloscope_Selector_Tool', 'Whitepaper_Download_5G_Test', 'No_Conversion']",0
L015054,Chen Singh,,Electronics,APAC,,Event,"['Technical_Demo', 'Loaner_Unit_Evaluation', 'MQL', 'Customer']",1
L015055,Maria Johnson,,,North America,Oscilloscopes,Email Campaign,"['Technical_Demo', 'LinkedIn_Ad_Click', 'Customer']",1
L015056,Laura Singh,Meta Connectivity Labs,,LATAM,Oscilloscopes,Webinar,"['AutoSens_Tech_Talk', 'AutoSens_Tech_Talk', 'Application_Engineer_Call', 'Opportunity', 'No_Conversion']",0
L015057,Laura Williams,Meta Connectivity Labs GmbH,Automotive,LATAM,,Webinar,"['Website_Product_Page', 'IMS_Badge_Scan', 'Whitepaper_Download_5G_Test', 'SQL', 'Customer']",1
L015058,Ahmed Patel,,Semiconductor,APAC,PathWave Software,Email Campaign,"['Technical_Demo', 'Opportunity', 'PathWave_Trial_Request', 'AutoSens_Tech_Talk', 'SQL', 'DesignCon_Booth_Visit', 'No_Conversion']",0
L015059,Hiroshi Garcia,Tesla Energy,Semiconductor,APAC,Automotive Ethernet,Sales Outreach,"['Keysight_University_Course', 'SQL', 'Keysight_Workshop_RF_Testing', 'SQL', 'AutoSens_Tech_Talk', 'Keysight_University_Course', 'No_Conversion']",0
L015060,Ahmed Singh,Bosch,Electronics,North America,,Sales Outreach,"['Keysight_Workshop_RF_Testing', 'IMS_Badge_Scan', 'SQL', 'Loaner_Unit_Evaluation', 'Loaner_Unit_Evaluation', 'IMS_Badge_Scan', 'No_Conversion']",0
L015061,Sofia Patel,,Semiconductor,Europe,,LinkedIn,"['Keysight_University_Course', 'Lab_Integration_Discussion', 'DesignCon_Booth_Visit', 'PathWave_Trial_Request', 'MQL', 'No_Conversion']",0
L015062,Hiroshi Patel,Bosch_Tech,Telecom,,5G Testbeds,Webinar,"['Whitepaper_Download_5G_Test', 'No_Conversion']",0
L015063,Daniel Johnson,,,Europe,5G Testbeds,LinkedIn,['Customer'],1
L015064,Ravi Anders,,Semiconductor,APAC,PathWave Software,Email Campaign,"['PathWave_Trial_Request', 'MQL', 'Customer']",1
L015065,Kenji Anders,,Automotive,APAC,,,"['Website_Product_Page', 'PathWave_Trial_Request', 'Loaner_Unit_Evaluation', 'SQL', 'Customer']",1
L015066,Chen Ito,,Aerospace,APAC,Automotive Ethernet,Email Campaign,"['Application_Engineer_Call', 'Opportunity', 'LinkedIn_Ad_Click', 'DesignCon_Booth_Visit', 'Opportunity', 'Website_Product_Page', 'LinkedIn_Ad_Click', 'Whitepaper_Download_5G_Test', 'Customer']",1
L015067,Laura Ito,Tesla Energy GmbH,Semiconductor,North America,5G Testbeds,LinkedIn,"['Technical_Demo', 'LinkedIn_Ad_Click', 'Lab_Integration_Discussion', 'MQL', 'IMS_Badge_Scan', 'SQL', 'Lab_Integration_Discussion', 'Customer']",1
L015068,Kenji Ito,,Automotive,Europe,PathWave Software,Event,"['IMS_Badge_Scan', 'LinkedIn_Ad_Click', 'Keysight_Workshop_RF_Testing', 'PathWave_Trial_Request', 'Whitepaper_Download_5G_Test', 'No_Conversion']",0
L015069,,Qualcomm,,Europe,PathWave Software,Website,"['Opportunity', 'PathWave_Trial_Request', 'Keysight_University_Course', 'IMS_Badge_Scan', 'Whitepaper_Download_5G_Test', 'Customer']",1
L015070,Hiroshi Martinez,,Semiconductor,North America,Oscilloscopes,Webinar,"['Keysight_Workshop_RF_Testing', 'No_Conversion']",0
L015071,Michael Anders,Sony GmbH,Electronics,North America,,,"['Opportunity', 'Keysight_University_Course', 'PathWave_Trial_Request', 'Customer']",1
L015072,Ravi Khan,Qualcomm GmbH,Semiconductor,,Automotive Ethernet,,"['Keysight_Workshop_RF_Testing', 'IMS_Badge_Scan', 'IMS_Badge_Scan', 'Lab_Integration_Discussion', 'LinkedIn_Ad_Click', 'Lab_Integration_Discussion', 'LinkedIn_Ad_Click', 'Keysight_University_Course', 'AutoSens_Tech_Talk', 'Customer']",1
L015073,Ahmed Anders,Meta Connectivity Labs,Aerospace,,,,"['Keysight_University_Course', 'Keysight_University_Course', 'Website_Product_Page', 'No_Conversion']",0
L015074,Hiroshi Lee,Bosch_Tech,Automotive,,,Website,"['Keysight_Workshop_RF_Testing', 'Keysight_University_Course', 'Loaner_Unit_Evaluation', 'SQL', 'Loaner_Unit_Evaluation', 'Opportunity', 'Keysight_Workshop_RF_Testing', 'Lab_Integration_Discussion', 'Application_Engineer_Call', 'No_Conversion']",0
L015075,Ravi Singh,,,APAC,,Event,"['DesignCon_Booth_Visit', 'Keysight_University_Course', 'Oscilloscope_Selector_Tool', 'Loaner_Unit_Evaluation', 'Lab_Integration_Discussion', 'MQL', 'Keysight_University_Course', 'IMS_Badge_Scan', 'Lab_Integration_Discussion', 'Loaner_Unit_Evaluation', 'No_Conversion']",0
L015076,Chen Chen,MetaC_Tech,,LATAM,,Sales Outreach,"['SQL', 'Lab_Integration_Discussion', 'PathWave_Trial_Request', 'IMS_Badge_Scan', 'Oscilloscope_Selector_Tool', 'PathWave_Trial_Request', 'Opportunity', 'Technical_Demo', 'Opportunity', 'Customer']",1
L015077,Kenji Chen,Tesla Energy GmbH,Electronics,Europe,5G Testbeds,,"['SQL', 'Technical_Demo', 'Loaner_Unit_Evaluation', 'No_Conversion']",0
L015078,,Infineon,Telecom,North America,,Sales Outreach,"['MQL', 'Customer']",1
L015079,,Broadcom,Automotive,,Oscilloscopes,LinkedIn,['No_Conversion'],0
L015080,Chen Garcia,Raytheon GmbH,Electronics,APAC,,LinkedIn,"['Keysight_Workshop_RF_Testing', 'PathWave_Trial_Request', 'AutoSens_Tech_Talk', 'No_Conversion']",0
L015081,Hiroshi Singh,Infineon GmbH,,,5G Testbeds,Event,"['DesignCon_Booth_Visit', 'Technical_Demo', 'Keysight_Workshop_RF_Testing', 'AutoSens_Tech_Talk', 'Keysight_Workshop_RF_Testing', 'MQL', 'Keysight_University_Course', 'LinkedIn_Ad_Click', 'Lab_Integration_Discussion', 'Customer']",1
L015082,Laura Johnson,Sony GmbH,Automotive,LATAM,Oscilloscopes,Email Campaign,"['Application_Engineer_Call', 'AutoSens_Tech_Talk', 'Customer']",1
L015083,Sofia Johnson,,Semiconductor,APAC,,Website,"['IMS_Badge_Scan', 'IMS_Badge_Scan', 'Keysight_Workshop_RF_Testing', 'MQL', 'Whitepaper_Download_5G_Test', 'Whitepaper_Download_5G_Test', 'SQL', 'LinkedIn_Ad_Click', 'No_Conversion']",0
L015084,Chen Anders,Bosch GmbH,Automotive,APAC,Oscilloscopes,LinkedIn,"['Keysight_Workshop_RF_Testing', 'Oscilloscope_Selector_Tool', 'No_Conversion']",0
L015085,Michael Khan,Broad_Tech,Aerospace,Europe,5G Testbeds,Website,"['AutoSens_Tech_Talk', 'Opportunity', 'Website_Product_Page', 'Customer']",1
L015086,Michael Garcia,Bosch,Electronics,APAC,,Website,['Customer'],1
L015087,Priya Martinez,Broadcom GmbH,Automotive,,Oscilloscopes,LinkedIn,"['Website_Product_Page', 'Opportunity', 'MQL', 'Opportunity', 'No_Conversion']",0
L015088,Maria Singh,NXP Semiconductors GmbH,Electronics,APAC,PathWave Software,Sales Outreach,"['Keysight_Workshop_RF_Testing', 'PathWave_Trial_Request', 'AutoSens_Tech_Talk', 'Oscilloscope_Selector_Tool', 'Website_Product_Page', 'DesignCon_Booth_Visit', 'SQL', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L015089,Michael Williams,Bosch,Semiconductor,LATAM,Automotive Ethernet,LinkedIn,"['Technical_Demo', 'AutoSens_Tech_Talk', 'MQL', 'AutoSens_Tech_Talk', 'IMS_Badge_Scan', 'Keysight_Workshop_RF_Testing', 'DesignCon_Booth_Visit', 'PathWave_Trial_Request', 'Customer']",1
L015090,Sofia Khan,NXP Semiconductors,Electronics,APAC,,Sales Outreach,"['Lab_Integration_Discussion', 'Keysight_University_Course', 'Keysight_University_Course', 'Whitepaper_Download_5G_Test', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L015091,Ahmed Khan,NXP Semiconductors GmbH,,APAC,,,['Customer'],1
L015092,,,Electronics,,,Website,"['Technical_Demo', 'IMS_Badge_Scan', 'Technical_Demo', 'Whitepaper_Download_5G_Test', 'AutoSens_Tech_Talk', 'Keysight_University_Course', 'IMS_Badge_Scan', 'Customer']",1
L015093,,,Electronics,LATAM,,LinkedIn,"['AutoSens_Tech_Talk', 'Loaner_Unit_Evaluation', 'No_Conversion']",0
L015094,Sarah Ito,Meta Connectivity Labs GmbH,Automotive,LATAM,PathWave Software,Website,"['Website_Product_Page', 'Website_Product_Page', 'Application_Engineer_Call', 'Lab_Integration_Discussion', 'PathWave_Trial_Request', 'LinkedIn_Ad_Click', 'Customer']",1
L015095,Ravi Williams,,,,,LinkedIn,"['Oscilloscope_Selector_Tool', 'Keysight_University_Course', 'MQL', 'IMS_Badge_Scan', 'Whitepaper_Download_5G_Test', 'Customer']",1
L015096,Daniel Williams,Tesla Energy,Aerospace,LATAM,Automotive Ethernet,Sales Outreach,"['Opportunity', 'LinkedIn_Ad_Click', 'No_Conversion']",0
L015097,Ahmed Ito,Bosch_Tech,,LATAM,Automotive Ethernet,,"['Whitepaper_Download_5G_Test', 'Website_Product_Page', 'Customer']",1
L015098,Priya Martinez,Meta Connectivity Labs GmbH,Semiconductor,,Oscilloscopes,Sales Outreach,['No_Conversion'],0
L015099,Daniel Tanaka,Sony GmbH,Semiconductor,,,Event,"['Lab_Integration_Discussion', 'Loaner_Unit_Evaluation', 'IMS_Badge_Scan', 'Customer']",1
L015100,Laura Williams,Tesla Energy GmbH,Telecom,,,LinkedIn,['Customer'],1
L015101,,,,LATAM,,,"['Keysight_University_Course', 'DesignCon_Booth_Visit', 'Technical_Demo', 'Whitepaper_Download_5G_Test', 'Website_Product_Page', 'No_Conversion']",0
L015102,Sofia Johnson,Sony GmbH,,APAC,,Webinar,"['AutoSens_Tech_Talk', 'Keysight_Workshop_RF_Testing', 'Website_Product_Page', 'Whitepaper_Download_5G_Test', 'Customer']",1
L015103,Laura Patel,Raytheon GmbH,,North America,,LinkedIn,"['PathWave_Trial_Request', 'Lab_Integration_Discussion', 'MQL', 'Keysight_Workshop_RF_Testing', 'No_Conversion']",0
L015104,Sofia Anders,Samsung Electronics GmbH,,,,Event,"['LinkedIn_Ad_Click', 'Loaner_Unit_Evaluation', 'IMS_Badge_Scan', 'Application_Engineer_Call', 'Technical_Demo', 'Opportunity', 'Customer']",1
L015105,Hiroshi Lee,Tesla Energy,Telecom,Europe,,Email Campaign,"['Keysight_University_Course', 'Customer']",1
L015106,,Infin_Tech,,APAC,Automotive Ethernet,,"['Oscilloscope_Selector_Tool', 'Whitepaper_Download_5G_Test', 'No_Conversion']",0
L015107,Priya Khan,Infineon GmbH,Electronics,Europe,Oscilloscopes,,"['Oscilloscope_Selector_Tool', 'Website_Product_Page', 'Oscilloscope_Selector_Tool', 'Lab_Integration_Discussion', 'No_Conversion']",0
L015108,Laura Singh,,Automotive,Europe,Automotive Ethernet,Email Campaign,"['IMS_Badge_Scan', 'Application_Engineer_Call', 'Opportunity', 'LinkedIn_Ad_Click', 'LinkedIn_Ad_Click', 'No_Conversion']",0
L015109,Kenji Williams,Tesla Energy GmbH,,,Oscilloscopes,,"['LinkedIn_Ad_Click', 'Customer']",1
L015110,,Samsu_Tech,Semiconductor,Europe,,Event,"['LinkedIn_Ad_Click', 'Whitepaper_Download_5G_Test', 'Application_Engineer_Call', 'Customer']",1
L015111,Sarah Ito,Raytheon,Automotive,LATAM,,Email Campaign,"['Website_Product_Page', 'Website_Product_Page', 'Whitepaper_Download_5G_Test', 'Opportunity', 'No_Conversion']",0
L015112,Daniel Chen,,,APAC,5G Testbeds,Event,"['Application_Engineer_Call', 'Application_Engineer_Call', 'Website_Product_Page', 'Customer']",1
L015113,Ravi Lee,,,North America,,Email Campaign,"['Technical_Demo', 'Application_Engineer_Call', 'MQL', 'Opportunity', 'Loaner_Unit_Evaluation', 'Technical_Demo', 'AutoSens_Tech_Talk', 'PathWave_Trial_Request', 'MQL', 'No_Conversion']",0
L015114,Sarah Chen,Qualcomm,,APAC,Automotive Ethernet,Sales Outreach,"['LinkedIn_Ad_Click', 'Website_Product_Page', 'LinkedIn_Ad_Click', 'IMS_Badge_Scan', 'Keysight_University_Course', 'Application_Engineer_Call', 'Customer']",1
L015115,Ahmed Singh,Samsung Electronics,Semiconductor,Europe,5G Testbeds,Sales Outreach,"['Loaner_Unit_Evaluation', 'PathWave_Trial_Request', 'Lab_Integration_Discussion', 'MQL', 'Customer']",1
L015116,Maria Chen,Qualc_Tech,Telecom,,Automotive Ethernet,Email Campaign,['No_Conversion'],0
L015117,Ravi Martinez,Sony_Tech,Telecom,,,Webinar,"['DesignCon_Booth_Visit', 'DesignCon_Booth_Visit', 'Keysight_University_Course', 'Lab_Integration_Discussion', 'No_Conversion']",0
L015118,Kenji Garcia,,Telecom,,5G Testbeds,Website,['Customer'],1
L015119,Ahmed Chen,Tesla Energy,Electronics,Europe,Oscilloscopes,,"['Keysight_Workshop_RF_Testing', 'Opportunity', 'MQL', 'SQL', 'DesignCon_Booth_Visit', 'SQL', 'Whitepaper_Download_5G_Test', 'IMS_Badge_Scan', 'DesignCon_Booth_Visit', 'No_Conversion']",0
L015120,Michael Chen,Broadcom,,North America,,LinkedIn,"['Loaner_Unit_Evaluation', 'AutoSens_Tech_Talk', 'Technical_Demo', 'Customer']",1
L015121,Ravi Lee,NXP Semiconductors,Electronics,,,Website,"['Technical_Demo', 'Keysight_University_Course', 'IMS_Badge_Scan', 'SQL', 'No_Conversion']",0
L015122,Hiroshi Patel,NXP Semiconductors GmbH,,LATAM,,Email Campaign,"['PathWave_Trial_Request', 'No_Conversion']",0
L015123,,Bosch GmbH,Electronics,,PathWave Software,Webinar,['Customer'],1
L015124,Sofia Williams,MetaC_Tech,Automotive,APAC,,LinkedIn,"['Website_Product_Page', 'No_Conversion']",0
L015125,Chen Lee,Tesla Energy,,North America,,Sales Outreach,"['Opportunity', 'Oscilloscope_Selector_Tool', 'Lab_Integration_Discussion', 'Lab_Integration_Discussion', 'Customer']",1
L015126,,Samsung Electronics,Telecom,APAC,,Webinar,"['MQL', 'DesignCon_Booth_Visit', 'Opportunity', 'LinkedIn_Ad_Click', 'MQL', 'IMS_Badge_Scan', 'Keysight_University_Course', 'Keysight_University_Course', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L015127,Chen Lee,Broad_Tech,,APAC,Automotive Ethernet,Email Campaign,['No_Conversion'],0
L015128,Sofia Tanaka,,Semiconductor,Europe,Oscilloscopes,LinkedIn,"['Opportunity', 'Keysight_University_Course', 'Opportunity', 'No_Conversion']",0
L015129,Laura Singh,NXP Semiconductors,Aerospace,APAC,Oscilloscopes,,"['Keysight_University_Course', 'Customer']",1
L015130,Hiroshi Anders,Sony GmbH,Telecom,North America,Oscilloscopes,Website,"['Opportunity', 'Customer']",1
L015131,Daniel Garcia,Broad_Tech,Telecom,APAC,5G Testbeds,Sales Outreach,"['Keysight_University_Course', 'Website_Product_Page', 'Application_Engineer_Call', 'DesignCon_Booth_Visit', 'LinkedIn_Ad_Click', 'LinkedIn_Ad_Click', 'Application_Engineer_Call', 'No_Conversion']",0
L015132,Laura Garcia,Qualcomm GmbH,Telecom,Europe,,Event,"['LinkedIn_Ad_Click', 'LinkedIn_Ad_Click', 'AutoSens_Tech_Talk', 'DesignCon_Booth_Visit', 'Keysight_University_Course', 'Keysight_Workshop_RF_Testing', 'LinkedIn_Ad_Click', 'SQL', 'No_Conversion']",0
L015133,Maria Khan,,Telecom,LATAM,,Sales Outreach,"['IMS_Badge_Scan', 'Loaner_Unit_Evaluation', 'Application_Engineer_Call', 'Website_Product_Page', 'Keysight_Workshop_RF_Testing', 'LinkedIn_Ad_Click', 'Opportunity', 'No_Conversion']",0
L015134,,Sony,,Europe,,Website,"['IMS_Badge_Scan', 'Technical_Demo', 'Whitepaper_Download_5G_Test', 'Customer']",1
L015135,Maria Anders,,,,Oscilloscopes,Website,"['Opportunity', 'PathWave_Trial_Request', 'AutoSens_Tech_Talk', 'Customer']",1
