Lead_ID,Client_Name,Client_Company,Industry,Region,Product_Interest,Lead_Source,Touchpoint_Sequence,Converted
L005012,Maria Patel,Infineon GmbH,Semiconductor,North America,,LinkedIn,"['Lab_Integration_Discussion', 'Lab_Integration_Discussion', 'Keysight_Workshop_RF_Testing', 'LinkedIn_Ad_Click', 'Keysight_Workshop_RF_Testing', 'Keysight_Workshop_RF_Testing', 'LinkedIn_Ad_Click', 'Customer']",1
L005013,Daniel Tanaka,Sony,Electronics,LATAM,Automotive Ethernet,Sales Outreach,"['Keysight_Workshop_RF_Testing', 'PathWave_Trial_Request', 'AutoSens_Tech_Talk', 'AutoSens_Tech_Talk', 'No_Conversion']",0
L005014,Sofia Ito,Sony_Tech,,North America,,Webinar,"['Opportunity', 'AutoSens_Tech_Talk', 'Lab_Integration_Discussion', 'Opportunity', 'Customer']",1
L005015,Hiroshi Patel,Bosch_Tech,Automotive,LATAM,Automotive Ethernet,Event,['Customer'],1
L005016,Hiroshi Khan,Bosch GmbH,Electronics,LATAM,,Event,"['MQL', 'Oscilloscope_Selector_Tool', 'Customer']",1
L005017,Kenji Johnson,NXP Semiconductors,Telecom,Europe,,Event,"['Whitepaper_Download_5G_Test', 'SQL', 'Oscilloscope_Selector_Tool', 'Customer']",1
L005018,Priya Chen,,Electronics,Europe,,Website,"['IMS_Badge_Scan', 'AutoSens_Tech_Talk', 'DesignCon_Booth_Visit', 'Customer']",1
L005019,Ravi Ito,Infin_Tech,Aerospace,North America,,Sales Outreach,"['Loaner_Unit_Evaluation', 'Loaner_Unit_Evaluation', 'LinkedIn_Ad_Click', 'IMS_Badge_Scan', 'Customer']",1
L005020,Hiroshi Anders,Broadcom GmbH,,LATAM,Oscilloscopes,Webinar,"['Application_Engineer_Call', 'Customer']",1
L005021,Hiroshi Williams,Qualc_Tech,Telecom,North America,,Website,['No_Conversion'],0
L005022,Kenji Anders,,Aerospace,,Oscilloscopes,,"['Keysight_University_Course', 'Lab_Integration_Discussion', 'Keysight_University_Course', 'No_Conversion']",0
L005023,Ravi Garcia,Infin_Tech,Automotive,Europe,,Sales Outreach,"['AutoSens_Tech_Talk', 'LinkedIn_Ad_Click', 'Opportunity', 'Customer']",1
L005024,Laura Chen,,,North America,Oscilloscopes,LinkedIn,"['LinkedIn_Ad_Click', 'LinkedIn_Ad_Click', 'Website_Product_Page', 'SQL', 'Customer']",1
L005025,Maria Williams,Bosch GmbH,,Europe,,,"['Opportunity', 'Application_Engineer_Call', 'LinkedIn_Ad_Click', 'MQL', 'AutoSens_Tech_Talk', 'Keysight_Workshop_RF_Testing', 'Technical_Demo', 'Keysight_Workshop_RF_Testing', 'Whitepaper_Download_5G_Test', 'Customer']",1
L005026,Chen Johnson,Bosch,,,PathWave Software,,"['LinkedIn_Ad_Click', 'Lab_Integration_Discussion', 'Application_Engineer_Call', 'No_Conversion']",0
L005027,Hiroshi Williams,,,,Automotive Ethernet,Webinar,"['Application_Engineer_Call', 'Opportunity', 'Whitepaper_Download_5G_Test', 'Whitepaper_Download_5G_Test', 'Loaner_Unit_Evaluation', 'PathWave_Trial_Request', 'Customer']",1
L005028,Daniel Chen,Tesla Energy,Telecom,LATAM,PathWave Software,Email Campaign,"['MQL', 'Website_Product_Page', 'PathWave_Trial_Request', 'Opportunity', 'PathWave_Trial_Request', 'Website_Product_Page', 'Customer']",1
L005029,,Raytheon,,LATAM,Oscilloscopes,Sales Outreach,['Customer'],1
L005030,Sofia Johnson,,Electronics,North America,,,['No_Conversion'],0
L005031,Michael Williams,Tesla Energy,Semiconductor,LATAM,,Webinar,"['Technical_Demo', 'Application_Engineer_Call', 'Oscilloscope_Selector_Tool', 'AutoSens_Tech_Talk', 'Application_Engineer_Call', 'No_Conversion']",0
L005032,Sofia Williams,Meta Connectivity Labs,Automotive,North America,5G Testbeds,Sales Outreach,"['IMS_Badge_Scan', 'Website_Product_Page', 'Oscilloscope_Selector_Tool', 'Technical_Demo', 'Website_Product_Page', 'Whitepaper_Download_5G_Test', 'Application_Engineer_Call', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L005033,Laura Tanaka,,Aerospace,North America,,Sales Outreach,['No_Conversion'],0
L005034,Michael Johnson,,Telecom,Europe,,LinkedIn,"['PathWave_Trial_Request', 'DesignCon_Booth_Visit', 'Oscilloscope_Selector_Tool', 'No_Conversion']",0
L005035,Ahmed Anders,Broadcom GmbH,,North America,Automotive Ethernet,LinkedIn,"['PathWave_Trial_Request', 'Lab_Integration_Discussion', 'Technical_Demo', 'Customer']",1
L005036,,,Telecom,APAC,,Event,"['Keysight_University_Course', 'Customer']",1
L005037,Daniel Chen,Samsung Electronics GmbH,Semiconductor,Europe,Oscilloscopes,Sales Outreach,"['Website_Product_Page', 'Opportunity', 'Customer']",1
L005038,Maria Ito,,Aerospace,North America,,,"['Opportunity', 'Whitepaper_Download_5G_Test', 'MQL', 'Customer']",1
L005039,Ravi Chen,Qualcomm GmbH,Electronics,,,LinkedIn,"['Keysight_Workshop_RF_Testing', 'Website_Product_Page', 'Lab_Integration_Discussion', 'Customer']",1
L005040,Ahmed Johnson,Tesla Energy GmbH,Semiconductor,Europe,Automotive Ethernet,Email Campaign,"['PathWave_Trial_Request', 'Lab_Integration_Discussion', 'Application_Engineer_Call', 'AutoSens_Tech_Talk', 'Keysight_University_Course', 'IMS_Badge_Scan', 'No_Conversion']",0
L005041,Priya Martinez,Tesla Energy GmbH,,APAC,,Website,"['Technical_Demo', 'SQL', 'Loaner_Unit_Evaluation', 'SQL', 'Customer']",1
L005042,Maria Anders,Broadcom,,LATAM,Automotive Ethernet,Webinar,['No_Conversion'],0
L005043,Ravi Chen,Tesla Energy GmbH,Semiconductor,North America,Oscilloscopes,LinkedIn,"['SQL', 'Lab_Integration_Discussion', 'MQL', 'MQL', 'Oscilloscope_Selector_Tool', 'Whitepaper_Download_5G_Test', 'Opportunity', 'PathWave_Trial_Request', 'Technical_Demo', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L005044,Sarah Tanaka,Tesla_Tech,,Europe,Oscilloscopes,Website,"['MQL', 'LinkedIn_Ad_Click', 'MQL', 'DesignCon_Booth_Visit', 'DesignCon_Booth_Visit', 'Customer']",1
L005045,Ravi Anders,Samsu_Tech,Automotive,,Automotive Ethernet,Event,"['Keysight_University_Course', 'Technical_Demo', 'PathWave_Trial_Request', 'Keysight_University_Course', 'Application_Engineer_Call', 'Technical_Demo', 'No_Conversion']",0
L005046,Maria Singh,Tesla Energy GmbH,Aerospace,APAC,Automotive Ethernet,LinkedIn,"['SQL', 'MQL', 'Loaner_Unit_Evaluation', 'Website_Product_Page', 'Oscilloscope_Selector_Tool', 'Lab_Integration_Discussion', 'IMS_Badge_Scan', 'PathWave_Trial_Request', 'No_Conversion']",0
L005047,Daniel Williams,Infin_Tech,Electronics,North America,Automotive Ethernet,,"['Loaner_Unit_Evaluation', 'Loaner_Unit_Evaluation', 'Technical_Demo', 'Application_Engineer_Call', 'Whitepaper_Download_5G_Test', 'Keysight_Workshop_RF_Testing', 'SQL', 'SQL', 'Keysight_University_Course', 'No_Conversion']",0
L005048,Sarah Ito,,Automotive,,,Email Campaign,"['IMS_Badge_Scan', 'Lab_Integration_Discussion', 'SQL', 'Customer']",1
L005049,Priya Khan,Bosch,Automotive,,Oscilloscopes,Website,['No_Conversion'],0
L005050,Sofia Anders,Infineon GmbH,Telecom,Europe,,,"['DesignCon_Booth_Visit', 'LinkedIn_Ad_Click', 'LinkedIn_Ad_Click', 'LinkedIn_Ad_Click', 'Application_Engineer_Call', 'Oscilloscope_Selector_Tool', 'Customer']",1
L005051,Chen Lee,Samsung Electronics GmbH,,,,Website,['No_Conversion'],0
L005052,Sofia Anders,Meta Connectivity Labs,Semiconductor,North America,Automotive Ethernet,Website,"['MQL', 'MQL', 'Technical_Demo', 'SQL', 'Application_Engineer_Call', 'Keysight_Workshop_RF_Testing', 'No_Conversion']",0
L005053,Michael Chen,Raytheon,Aerospace,Europe,5G Testbeds,Webinar,"['Keysight_University_Course', 'SQL', 'LinkedIn_Ad_Click', 'Customer']",1
L005054,,MetaC_Tech,Automotive,Europe,Oscilloscopes,Website,"['Keysight_University_Course', 'No_Conversion']",0
L005055,Sofia Ito,MetaC_Tech,,North America,,Website,"['Keysight_Workshop_RF_Testing', 'Lab_Integration_Discussion', 'Loaner_Unit_Evaluation', 'No_Conversion']",0
L005056,,NXP Semiconductors GmbH,Telecom,Europe,5G Testbeds,LinkedIn,"['Keysight_University_Course', 'Lab_Integration_Discussion', 'Lab_Integration_Discussion', 'Customer']",1
L005057,Chen Tanaka,,,Europe,,Event,"['Oscilloscope_Selector_Tool', 'No_Conversion']",0
L005058,Sarah Khan,Broadcom GmbH,Telecom,LATAM,5G Testbeds,Webinar,"['Oscilloscope_Selector_Tool', 'SQL', 'DesignCon_Booth_Visit', 'Application_Engineer_Call', 'Customer']",1
L005059,Kenji Williams,Bosch_Tech,Electronics,North America,5G Testbeds,Email Campaign,"['LinkedIn_Ad_Click', 'IMS_Badge_Scan', 'AutoSens_Tech_Talk', 'Whitepaper_Download_5G_Test', 'MQL', 'IMS_Badge_Scan', 'Keysight_Workshop_RF_Testing', 'No_Conversion']",0
L005060,Sofia Singh,Meta Connectivity Labs GmbH,Aerospace,North America,,Event,"['Keysight_Workshop_RF_Testing', 'Technical_Demo', 'Keysight_University_Course', 'Loaner_Unit_Evaluation', 'No_Conversion']",0
L005061,Sofia Singh,Tesla Energy,Telecom,Europe,Oscilloscopes,,"['Keysight_Workshop_RF_Testing', 'Application_Engineer_Call', 'Lab_Integration_Discussion', 'Opportunity', 'Keysight_University_Course', 'Whitepaper_Download_5G_Test', 'Loaner_Unit_Evaluation', 'IMS_Badge_Scan', 'Customer']",1
L005062,Maria Williams,Bosch_Tech,,,PathWave Software,LinkedIn,"['AutoSens_Tech_Talk', 'Lab_Integration_Discussion', 'AutoSens_Tech_Talk', 'Technical_Demo', 'Website_Product_Page', 'No_Conversion']",0
L005063,,Qualc_Tech,,LATAM,,LinkedIn,"['Oscilloscope_Selector_Tool', 'Website_Product_Page', 'LinkedIn_Ad_Click', 'LinkedIn_Ad_Click', 'PathWave_Trial_Request', 'Oscilloscope_Selector_Tool', 'Oscilloscope_Selector_Tool', 'Keysight_University_Course', 'Customer']",1
L005064,Priya Johnson,Sony_Tech,Aerospace,North America,Automotive Ethernet,Event,"['MQL', 'Customer']",1
L005065,Sofia Singh,Broadcom,Electronics,Europe,,Event,"['Oscilloscope_Selector_Tool', 'AutoSens_Tech_Talk', 'Technical_Demo', 'IMS_Badge_Scan', 'Keysight_University_Course', 'PathWave_Trial_Request', 'Keysight_Workshop_RF_Testing', 'Keysight_Workshop_RF_Testing', 'No_Conversion']",0
L005066,Daniel Khan,Rayth_Tech,,LATAM,,Email Campaign,"['Oscilloscope_Selector_Tool', 'DesignCon_Booth_Visit', 'Website_Product_Page', 'Whitepaper_Download_5G_Test', 'Customer']",1
L005067,Maria Patel,Broadcom GmbH,Telecom,North America,,Event,"['Lab_Integration_Discussion', 'Website_Product_Page', 'Loaner_Unit_Evaluation', 'Opportunity', 'SQL', 'AutoSens_Tech_Talk', 'MQL', 'Whitepaper_Download_5G_Test', 'Whitepaper_Download_5G_Test', 'No_Conversion']",0
L005068,Laura Khan,,Aerospace,North America,,Webinar,['No_Conversion'],0
L005069,Maria Martinez,Sony GmbH,Semiconductor,LATAM,PathWave Software,,"['DesignCon_Booth_Visit', 'Website_Product_Page', 'Oscilloscope_Selector_Tool', 'DesignCon_Booth_Visit', 'Opportunity', 'PathWave_Trial_Request', 'Whitepaper_Download_5G_Test', 'Lab_Integration_Discussion', 'Customer']",1
L005070,Sarah Williams,Tesla_Tech,Semiconductor,LATAM,,LinkedIn,"['Website_Product_Page', 'IMS_Badge_Scan', 'PathWave_Trial_Request', 'Keysight_Workshop_RF_Testing', 'Whitepaper_Download_5G_Test', 'SQL', 'DesignCon_Booth_Visit', 'Customer']",1
L005071,Maria Lee,Qualcomm,,North America,Automotive Ethernet,LinkedIn,"['Opportunity', 'DesignCon_Booth_Visit', 'No_Conversion']",0
L005072,Sarah Chen,Tesla Energy GmbH,,APAC,Oscilloscopes,,"['IMS_Badge_Scan', 'Oscilloscope_Selector_Tool', 'Lab_Integration_Discussion', 'Keysight_Workshop_RF_Testing', 'No_Conversion']",0
L005073,Chen Anders,Broad_Tech,Aerospace,North America,Oscilloscopes,Email Campaign,"['IMS_Badge_Scan', 'Website_Product_Page', 'AutoSens_Tech_Talk', 'AutoSens_Tech_Talk', 'Opportunity', 'Whitepaper_Download_5G_Test', 'Customer']",1
L005074,Sofia Martinez,NXP Semiconductors GmbH,Telecom,,5G Testbeds,,"['Keysight_Workshop_RF_Testing', 'Application_Engineer_Call', 'Customer']",1
L005075,Daniel Williams,Tesla Energy,Electronics,LATAM,5G Testbeds,Sales Outreach,"['IMS_Badge_Scan', 'Technical_Demo', 'PathWave_Trial_Request', 'Loaner_Unit_Evaluation', 'AutoSens_Tech_Talk', 'AutoSens_Tech_Talk', 'No_Conversion']",0
L005076,Priya Johnson,Qualcomm,,Europe,Oscilloscopes,Sales Outreach,"['DesignCon_Booth_Visit', 'Technical_Demo', 'Customer']",1
L005077,Maria Lee,Bosch_Tech,,APAC,,Webinar,"['SQL', 'DesignCon_Booth_Visit', 'Oscilloscope_Selector_Tool', 'Loaner_Unit_Evaluation', 'Customer']",1
L005078,Priya Johnson,Meta Connectivity Labs GmbH,Aerospace,,,Sales Outreach,"['Technical_Demo', 'Customer']",1
L005079,Michael Johnson,Qualcomm,Automotive,,Automotive Ethernet,Event,['Customer'],1
L005080,Hiroshi Williams,Samsung Electronics,Electronics,,,,"['Loaner_Unit_Evaluation', 'DesignCon_Booth_Visit', 'Lab_Integration_Discussion', 'Customer']",1
L005081,Chen Johnson,Infineon,,,,Website,"['LinkedIn_Ad_Click', 'Website_Product_Page', 'Lab_Integration_Discussion', 'Website_Product_Page', 'Customer']",1
L005082,Ahmed Ito,NXP Semiconductors GmbH,Aerospace,APAC,,Event,['Customer'],1
L005083,Kenji Tanaka,Samsung Electronics GmbH,Electronics,APAC,,Webinar,"['LinkedIn_Ad_Click', 'Opportunity', 'Oscilloscope_Selector_Tool', 'Lab_Integration_Discussion', 'No_Conversion']",0
L005084,Ahmed Singh,Sony GmbH,,Europe,Oscilloscopes,Webinar,"['SQL', 'SQL', 'SQL', 'DesignCon_Booth_Visit', 'Website_Product_Page', 'No_Conversion']",0
L005085,Ahmed Lee,Bosch GmbH,,APAC,,Sales Outreach,"['Opportunity', 'No_Conversion']",0
L005086,Daniel Anders,,,North America,5G Testbeds,Webinar,"['MQL', 'MQL', 'Technical_Demo', 'DesignCon_Booth_Visit', 'DesignCon_Booth_Visit', 'Website_Product_Page', 'Technical_Demo', 'Customer']",1
L005087,Priya Garcia,Broadcom GmbH,Automotive,LATAM,PathWave Software,Event,"['AutoSens_Tech_Talk', 'No_Conversion']",0
L005088,Michael Lee,Samsung Electronics GmbH,Semiconductor,,5G Testbeds,Event,"['Website_Product_Page', 'Oscilloscope_Selector_Tool', 'Whitepaper_Download_5G_Test', 'MQL', 'SQL', 'No_Conversion']",0
L005089,Laura Johnson,Infineon,Telecom,APAC,,Email Campaign,"['SQL', 'Opportunity', 'PathWave_Trial_Request', 'AutoSens_Tech_Talk', 'Loaner_Unit_Evaluation', 'Customer']",1
L005090,Ahmed Patel,Tesla Energy,Semiconductor,LATAM,Automotive Ethernet,Email Campaign,['Customer'],1
L005091,Maria Ito,Infineon,Semiconductor,,Oscilloscopes,Email Campaign,"['DesignCon_Booth_Visit', 'Keysight_Workshop_RF_Testing', 'SQL', 'Customer']",1
L005092,Sarah Johnson,,,,5G Testbeds,Event,"['DesignCon_Booth_Visit', 'LinkedIn_Ad_Click', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L005093,Sarah Martinez,NXP Semiconductors GmbH,Telecom,APAC,Oscilloscopes,Event,['No_Conversion'],0
L005094,Kenji Singh,,Automotive,North America,Oscilloscopes,Email Campaign,"['IMS_Badge_Scan', 'Opportunity', 'Website_Product_Page', 'Loaner_Unit_Evaluation', 'Lab_Integration_Discussion', 'Keysight_University_Course', 'Opportunity', 'Lab_Integration_Discussion', 'No_Conversion']",0
L005095,Kenji Khan,NXPSe_Tech,,LATAM,,Email Campaign,['No_Conversion'],0
L005096,,,,Europe,5G Testbeds,Sales Outreach,"['IMS_Badge_Scan', 'Customer']",1
L005097,Laura Williams,Meta Connectivity Labs GmbH,Telecom,LATAM,5G Testbeds,LinkedIn,"['Opportunity', 'Application_Engineer_Call', 'PathWave_Trial_Request', 'Technical_Demo', 'Loaner_Unit_Evaluation', 'Opportunity', 'Lab_Integration_Discussion', 'PathWave_Trial_Request', 'Customer']",1
L005098,Chen Chen,,Semiconductor,,,Sales Outreach,['No_Conversion'],0
L005099,Hiroshi Khan,NXP Semiconductors GmbH,Telecom,APAC,,,"['Opportunity', 'SQL', 'MQL', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L005100,Ravi Garcia,Infineon GmbH,Automotive,,PathWave Software,Sales Outreach,"['DesignCon_Booth_Visit', 'Lab_Integration_Discussion', 'Application_Engineer_Call', 'Customer']",1
L005101,Kenji Chen,Sony GmbH,Electronics,APAC,,Email Campaign,"['Keysight_Workshop_RF_Testing', 'IMS_Badge_Scan', 'Customer']",1
L005102,Ravi Chen,Tesla Energy,Automotive,,PathWave Software,Email Campaign,"['Keysight_Workshop_RF_Testing', 'Whitepaper_Download_5G_Test', 'Keysight_University_Course', 'AutoSens_Tech_Talk', 'Keysight_University_Course', 'AutoSens_Tech_Talk', 'PathWave_Trial_Request', 'PathWave_Trial_Request', 'Oscilloscope_Selector_Tool', 'Lab_Integration_Discussion', 'No_Conversion']",0
L005103,Hiroshi Singh,,,,,LinkedIn,"['PathWave_Trial_Request', 'IMS_Badge_Scan', 'AutoSens_Tech_Talk', 'Opportunity', 'No_Conversion']",0
L005104,Laura Johnson,Infin_Tech,,North America,Automotive Ethernet,Sales Outreach,"['Oscilloscope_Selector_Tool', 'Opportunity', 'LinkedIn_Ad_Click', 'Technical_Demo', 'No_Conversion']",0
L005105,Ravi Singh,Bosch_Tech,Semiconductor,Europe,PathWave Software,Event,"['Loaner_Unit_Evaluation', 'AutoSens_Tech_Talk', 'Loaner_Unit_Evaluation', 'LinkedIn_Ad_Click', 'IMS_Badge_Scan', 'MQL', 'No_Conversion']",0
L005106,Ahmed Khan,,,Europe,5G Testbeds,Sales Outreach,"['PathWave_Trial_Request', 'Opportunity', 'PathWave_Trial_Request', 'Customer']",1
L005107,Ravi Martinez,Tesla Energy,Aerospace,LATAM,5G Testbeds,Event,"['MQL', 'Oscilloscope_Selector_Tool', 'Website_Product_Page', 'PathWave_Trial_Request', 'No_Conversion']",0
L005108,Maria Chen,Bosch GmbH,Telecom,,Oscilloscopes,Webinar,['Customer'],1
L005109,Sofia Tanaka,Infin_Tech,,APAC,,LinkedIn,"['Technical_Demo', 'Lab_Integration_Discussion', 'Website_Product_Page', 'No_Conversion']",0
L005110,Maria Johnson,,Aerospace,APAC,PathWave Software,Event,"['Oscilloscope_Selector_Tool', 'DesignCon_Booth_Visit', 'SQL', 'IMS_Badge_Scan', 'PathWave_Trial_Request', 'Keysight_University_Course', 'Customer']",1
L005111,Sofia Johnson,,Automotive,LATAM,,Sales Outreach,"['Oscilloscope_Selector_Tool', 'Application_Engineer_Call', 'Technical_Demo', 'Customer']",1
L005112,Laura Tanaka,MetaC_Tech,Electronics,,,Sales Outreach,"['Keysight_Workshop_RF_Testing', 'DesignCon_Booth_Visit', 'Oscilloscope_Selector_Tool', 'AutoSens_Tech_Talk', 'Opportunity', 'MQL', 'No_Conversion']",0
L005113,Hiroshi Johnson,Sony_Tech,,North America,5G Testbeds,Website,"['Loaner_Unit_Evaluation', 'Application_Engineer_Call', 'Keysight_University_Course', 'MQL', 'Opportunity', 'Customer']",1
L005114,,Bosch_Tech,,North America,,Webinar,"['AutoSens_Tech_Talk', 'LinkedIn_Ad_Click', 'Oscilloscope_Selector_Tool', 'Website_Product_Page', 'Website_Product_Page', 'Technical_Demo', 'IMS_Badge_Scan', 'LinkedIn_Ad_Click', 'LinkedIn_Ad_Click', 'Application_Engineer_Call', 'Customer']",1
L005115,Ravi Lee,Samsung Electronics GmbH,Aerospace,,Automotive Ethernet,,"['Technical_Demo', 'SQL', 'Keysight_University_Course', 'Website_Product_Page', 'Lab_Integration_Discussion', 'Website_Product_Page', 'Keysight_University_Course', 'IMS_Badge_Scan', 'Customer']",1
L005116,Laura Chen,,Automotive,North America,5G Testbeds,Email Campaign,"['IMS_Badge_Scan', 'PathWave_Trial_Request', 'Lab_Integration_Discussion', 'PathWave_Trial_Request', 'Customer']",1
L005117,Laura Martinez,Infineon GmbH,Aerospace,,,LinkedIn,['No_Conversion'],0
L005118,Maria Khan,Bosch GmbH,Automotive,APAC,,Webinar,"['Oscilloscope_Selector_Tool', 'Oscilloscope_Selector_Tool', 'No_Conversion']",0
L005119,Priya Garcia,Tesla_Tech,Electronics,APAC,Automotive Ethernet,Webinar,"['Loaner_Unit_Evaluation', 'Technical_Demo', 'Keysight_University_Course', 'Technical_Demo', 'Oscilloscope_Selector_Tool', 'Customer']",1
L005120,Michael Singh,Samsung Electronics GmbH,Semiconductor,APAC,Automotive Ethernet,Sales Outreach,"['Application_Engineer_Call', 'Oscilloscope_Selector_Tool', 'Loaner_Unit_Evaluation', 'Website_Product_Page', 'MQL', 'SQL', 'IMS_Badge_Scan', 'SQL', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L005121,Michael Anders,Qualcomm GmbH,,Europe,,Event,"['Website_Product_Page', 'Loaner_Unit_Evaluation', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L005122,Ahmed Williams,Samsung Electronics GmbH,Automotive,APAC,,Sales Outreach,"['PathWave_Trial_Request', 'IMS_Badge_Scan', 'Keysight_Workshop_RF_Testing', 'PathWave_Trial_Request', 'Website_Product_Page', 'AutoSens_Tech_Talk', 'SQL', 'Oscilloscope_Selector_Tool', 'IMS_Badge_Scan', 'Lab_Integration_Discussion', 'No_Conversion']",0
L005123,Ahmed Patel,Samsung Electronics,Automotive,LATAM,,,"['SQL', 'LinkedIn_Ad_Click', 'Loaner_Unit_Evaluation', 'MQL', 'Whitepaper_Download_5G_Test', 'Customer']",1
L005124,Ravi Ito,Infin_Tech,Automotive,North America,5G Testbeds,Website,"['Lab_Integration_Discussion', 'Loaner_Unit_Evaluation', 'Website_Product_Page', 'SQL', 'IMS_Badge_Scan', 'Keysight_University_Course', 'Oscilloscope_Selector_Tool', 'No_Conversion']",0
L005125,Sarah Anders,Broadcom,,,,Webinar,"['LinkedIn_Ad_Click', 'Loaner_Unit_Evaluation', 'DesignCon_Booth_Visit', 'Website_Product_Page', 'LinkedIn_Ad_Click', 'LinkedIn_Ad_Click', 'DesignCon_Booth_Visit', 'Customer']",1
L005126,Laura Chen,Infineon GmbH,,,Oscilloscopes,,"['Lab_Integration_Discussion', 'Oscilloscope_Selector_Tool', 'Lab_Integration_Discussion', 'Website_Product_Page', 'Keysight_Workshop_RF_Testing', 'AutoSens_Tech_Talk', 'IMS_Badge_Scan', 'Customer']",1
L005127,Michael Johnson,Broadcom,,APAC,Automotive Ethernet,LinkedIn,"['Oscilloscope_Selector_Tool', 'Keysight_University_Course', 'PathWave_Trial_Request', 'SQL', 'DesignCon_Booth_Visit', 'No_Conversion']",0
L005128,Ravi Johnson,Meta Connectivity Labs GmbH,Electronics,North America,Oscilloscopes,Email Campaign,"['Oscilloscope_Selector_Tool', 'Application_Engineer_Call', 'Website_Product_Page', 'No_Conversion']",0
L005129,Hiroshi Singh,NXP Semiconductors GmbH,Automotive,LATAM,Automotive Ethernet,Email Campaign,"['LinkedIn_Ad_Click', 'Keysight_University_Course', 'IMS_Badge_Scan', 'Lab_Integration_Discussion', 'Customer']",1
L005130,Sarah Lee,Meta Connectivity Labs GmbH,Aerospace,LATAM,Oscilloscopes,Sales Outreach,"['IMS_Badge_Scan', 'Keysight_University_Course', 'No_Conversion']",0
L005131,,Sony,Telecom,LATAM,,Website,"['Oscilloscope_Selector_Tool', 'DesignCon_Booth_Visit', 'IMS_Badge_Scan', 'No_Conversion']",0
L005132,Kenji Tanaka,,Electronics,APAC,Oscilloscopes,Webinar,"['Opportunity', 'Loaner_Unit_Evaluation', 'Opportunity', 'Customer']",1
L005133,Kenji Williams,,Telecom,North America,Oscilloscopes,LinkedIn,"['DesignCon_Booth_Visit', 'IMS_Badge_Scan', 'AutoSens_Tech_Talk', 'Customer']",1
L005134,Chen Anders,NXPSe_Tech,Automotive,Europe,PathWave Software,Website,"['Oscilloscope_Selector_Tool', 'Oscilloscope_Selector_Tool', 'Lab_Integration_Discussion', 'Website_Product_Page', 'Application_Engineer_Call', 'DesignCon_Booth_Visit', 'MQL', 'Technical_Demo', 'No_Conversion']",0
L005135,Sofia Chen,Meta Connectivity Labs,Automotive,LATAM,5G Testbeds,Sales Outreach,['Customer'],1
L005136,Sarah Chen,Qualc_Tech,Telecom,Europe,5G Testbeds,Webinar,"['AutoSens_Tech_Talk', 'IMS_Badge_Scan', 'Application_Engineer_Call', 'DesignCon_Booth_Visit', 'Whitepaper_Download_5G_Test', 'DesignCon_Booth_Visit', 'LinkedIn_Ad_Click', 'No_Conversion']",0
